Row.names	sample	DNA_isolation_method	sample_name	sample_nr	GS_name	bamfile	project	db	Vregion	platform	workflow	mapq.filt	method	GS_version	Detection_threshold_ratio	Detection_threshold	statistic	value	Detection_threshold_percent	level
V1.V9_ONT_minitax_EMUdb_RandAln_Z3_D6331	V1-V9_ONT_minitax_EMUdb_RandAln_Z3_D6331	Z	Z3	3	NA	GUTMCM_minion_v1_9_20240516_zymo_Z3_bc03_pass.bam	tech.review.gut	EMUdb	V1-V9	ONT	minitax	NA	RandAln	D6331	0.01	4355	Recall	0.533333333333333	1%	Species
V1.V9_ONT_minitax_EMUdb_RandAln_I1_D6331	V1-V9_ONT_minitax_EMUdb_RandAln_I1_D6331	I	I1	1	NA	GUTMCM_minion_v1_9_20240606_invitrogen_I1_bc15_pass.bam	tech.review.gut	EMUdb	V1-V9	ONT	minitax	NA	RandAln	D6331	1e-04	136.5787	F1	0.666666666666667	0.01%	Species
V1.V9_ONT_minitax_EMUdb_RandAln_I1_D6331	V1-V9_ONT_minitax_EMUdb_RandAln_I1_D6331	I	I1	1	NA	GUTMCM_minion_v1_9_20240606_invitrogen_I1_bc15_pass.bam	tech.review.gut	EMUdb	V1-V9	ONT	minitax	NA	RandAln	D6331	0.001	1365.787	F1	0.666666666666667	0.1%	Species
V1.V9_ONT_minitax_EMUdb_RandAln_I1_D6331	V1-V9_ONT_minitax_EMUdb_RandAln_I1_D6331	I	I1	1	NA	GUTMCM_minion_v1_9_20240606_invitrogen_I1_bc15_pass.bam	tech.review.gut	EMUdb	V1-V9	ONT	minitax	NA	RandAln	D6331	0.01	13657.87	F1	0.5	1%	Species
V1.V9_ONT_minitax_EMUdb_RandAln_I2_D6331	V1-V9_ONT_minitax_EMUdb_RandAln_I2_D6331	I	I2	2	NA	GUTMCM_minion_v1_9_20240606_invitrogen_I2_bc16_pass.bam	tech.review.gut	EMUdb	V1-V9	ONT	minitax	NA	RandAln	D6331	1e-04	135.6996	F1	0.666666666666667	0.01%	Species
V1.V9_ONT_minitax_EMUdb_RandAln_I2_D6331	V1-V9_ONT_minitax_EMUdb_RandAln_I2_D6331	I	I2	2	NA	GUTMCM_minion_v1_9_20240606_invitrogen_I2_bc16_pass.bam	tech.review.gut	EMUdb	V1-V9	ONT	minitax	NA	RandAln	D6331	0.001	1356.996	F1	0.666666666666667	0.1%	Species
V1.V9_ONT_minitax_EMUdb_RandAln_I2_D6331	V1-V9_ONT_minitax_EMUdb_RandAln_I2_D6331	I	I2	2	NA	GUTMCM_minion_v1_9_20240606_invitrogen_I2_bc16_pass.bam	tech.review.gut	EMUdb	V1-V9	ONT	minitax	NA	RandAln	D6331	0.01	13569.96	F1	0.5	1%	Species
V1.V9_ONT_minitax_EMUdb_RandAln_I3_D6331	V1-V9_ONT_minitax_EMUdb_RandAln_I3_D6331	I	I3	3	NA	GUTMCM_minion_v1_9_20240606_invitrogen_I3_bc17_pass.bam	tech.review.gut	EMUdb	V1-V9	ONT	minitax	NA	RandAln	D6331	1e-04	141.5706	F1	0.620689655172414	0.01%	Species
V1.V9_ONT_minitax_EMUdb_RandAln_I3_D6331	V1-V9_ONT_minitax_EMUdb_RandAln_I3_D6331	I	I3	3	NA	GUTMCM_minion_v1_9_20240606_invitrogen_I3_bc17_pass.bam	tech.review.gut	EMUdb	V1-V9	ONT	minitax	NA	RandAln	D6331	0.001	1415.706	F1	0.666666666666667	0.1%	Species
V1.V9_ONT_minitax_EMUdb_RandAln_I3_D6331	V1-V9_ONT_minitax_EMUdb_RandAln_I3_D6331	I	I3	3	NA	GUTMCM_minion_v1_9_20240606_invitrogen_I3_bc17_pass.bam	tech.review.gut	EMUdb	V1-V9	ONT	minitax	NA	RandAln	D6331	0.01	14157.06	F1	0.5	1%	Species
V1.V9_ONT_minitax_EMUdb_RandAln_MN1_D6331	V1-V9_ONT_minitax_EMUdb_RandAln_MN1_D6331	MN	MN1	1	NA	GUTMCM_minion_v1_9_20240606_macherey_nagel_MN1_bc09_pass.bam	tech.review.gut	EMUdb	V1-V9	ONT	minitax	NA	RandAln	D6331	1e-04	151.5885	F1	0.709677419354839	0.01%	Species
V1.V9_ONT_minitax_EMUdb_RandAln_MN1_D6331	V1-V9_ONT_minitax_EMUdb_RandAln_MN1_D6331	MN	MN1	1	NA	GUTMCM_minion_v1_9_20240606_macherey_nagel_MN1_bc09_pass.bam	tech.review.gut	EMUdb	V1-V9	ONT	minitax	NA	RandAln	D6331	0.001	1515.885	F1	0.620689655172414	0.1%	Species
V1.V9_ONT_minitax_EMUdb_RandAln_MN1_D6331	V1-V9_ONT_minitax_EMUdb_RandAln_MN1_D6331	MN	MN1	1	NA	GUTMCM_minion_v1_9_20240606_macherey_nagel_MN1_bc09_pass.bam	tech.review.gut	EMUdb	V1-V9	ONT	minitax	NA	RandAln	D6331	0.01	15158.85	F1	0.666666666666667	1%	Species
V1.V9_ONT_minitax_EMUdb_RandAln_MN2_D6331	V1-V9_ONT_minitax_EMUdb_RandAln_MN2_D6331	MN	MN2	2	NA	GUTMCM_minion_v1_9_20240606_macherey_nagel_MN2_bc10_pass.bam	tech.review.gut	EMUdb	V1-V9	ONT	minitax	NA	RandAln	D6331	1e-04	152.5235	F1	0.709677419354839	0.01%	Species
V1.V9_ONT_minitax_EMUdb_RandAln_MN2_D6331	V1-V9_ONT_minitax_EMUdb_RandAln_MN2_D6331	MN	MN2	2	NA	GUTMCM_minion_v1_9_20240606_macherey_nagel_MN2_bc10_pass.bam	tech.review.gut	EMUdb	V1-V9	ONT	minitax	NA	RandAln	D6331	0.001	1525.235	F1	0.620689655172414	0.1%	Species
V1.V9_ONT_minitax_EMUdb_RandAln_MN2_D6331	V1-V9_ONT_minitax_EMUdb_RandAln_MN2_D6331	MN	MN2	2	NA	GUTMCM_minion_v1_9_20240606_macherey_nagel_MN2_bc10_pass.bam	tech.review.gut	EMUdb	V1-V9	ONT	minitax	NA	RandAln	D6331	0.01	15252.35	F1	0.583333333333333	1%	Species
V1.V9_ONT_minitax_EMUdb_RandAln_MN3_D6331	V1-V9_ONT_minitax_EMUdb_RandAln_MN3_D6331	MN	MN3	3	NA	GUTMCM_minion_v1_9_20240606_macherey_nagel_MN3_bc11_pass.bam	tech.review.gut	EMUdb	V1-V9	ONT	minitax	NA	RandAln	D6331	1e-04	122.1768	F1	0.709677419354839	0.01%	Species
V1.V9_ONT_minitax_EMUdb_RandAln_MN3_D6331	V1-V9_ONT_minitax_EMUdb_RandAln_MN3_D6331	MN	MN3	3	NA	GUTMCM_minion_v1_9_20240606_macherey_nagel_MN3_bc11_pass.bam	tech.review.gut	EMUdb	V1-V9	ONT	minitax	NA	RandAln	D6331	0.001	1221.768	F1	0.666666666666667	0.1%	Species
V1.V9_ONT_minitax_EMUdb_RandAln_MN3_D6331	V1-V9_ONT_minitax_EMUdb_RandAln_MN3_D6331	MN	MN3	3	NA	GUTMCM_minion_v1_9_20240606_macherey_nagel_MN3_bc11_pass.bam	tech.review.gut	EMUdb	V1-V9	ONT	minitax	NA	RandAln	D6331	0.01	12217.68	F1	0.666666666666667	1%	Species
V1.V9_ONT_minitax_EMUdb_RandAln_Q1_D6331	V1-V9_ONT_minitax_EMUdb_RandAln_Q1_D6331	Q	Q1	1	NA	GUTMCM_minion_v1_9_20240606_20240607_qiagen_Q1_bc12_bc01_pass.bam	tech.review.gut	EMUdb	V1-V9	ONT	minitax	NA	RandAln	D6331	1e-04	0.2251	F1	0.709677419354839	0.01%	Species
V1.V9_ONT_minitax_EMUdb_RandAln_Q1_D6331	V1-V9_ONT_minitax_EMUdb_RandAln_Q1_D6331	Q	Q1	1	NA	GUTMCM_minion_v1_9_20240606_20240607_qiagen_Q1_bc12_bc01_pass.bam	tech.review.gut	EMUdb	V1-V9	ONT	minitax	NA	RandAln	D6331	0.001	2.251	F1	0.733333333333333	0.1%	Species
V1.V9_ONT_minitax_EMUdb_RandAln_Q1_D6331	V1-V9_ONT_minitax_EMUdb_RandAln_Q1_D6331	Q	Q1	1	NA	GUTMCM_minion_v1_9_20240606_20240607_qiagen_Q1_bc12_bc01_pass.bam	tech.review.gut	EMUdb	V1-V9	ONT	minitax	NA	RandAln	D6331	0.01	22.51	F1	0.666666666666667	1%	Species
V1.V9_ONT_minitax_EMUdb_RandAln_Q2_D6331	V1-V9_ONT_minitax_EMUdb_RandAln_Q2_D6331	Q	Q2	2	NA	GUTMCM_minion_v1_9_20240606_20240607_qiagen_Q2_bc13_bc02_pass.bam	tech.review.gut	EMUdb	V1-V9	ONT	minitax	NA	RandAln	D6331	1e-04	0.2441	F1	0.709677419354839	0.01%	Species
V1.V9_ONT_minitax_EMUdb_RandAln_Q2_D6331	V1-V9_ONT_minitax_EMUdb_RandAln_Q2_D6331	Q	Q2	2	NA	GUTMCM_minion_v1_9_20240606_20240607_qiagen_Q2_bc13_bc02_pass.bam	tech.review.gut	EMUdb	V1-V9	ONT	minitax	NA	RandAln	D6331	0.001	2.441	F1	0.620689655172414	0.1%	Species
V1.V9_ONT_minitax_EMUdb_RandAln_Q2_D6331	V1-V9_ONT_minitax_EMUdb_RandAln_Q2_D6331	Q	Q2	2	NA	GUTMCM_minion_v1_9_20240606_20240607_qiagen_Q2_bc13_bc02_pass.bam	tech.review.gut	EMUdb	V1-V9	ONT	minitax	NA	RandAln	D6331	0.01	24.41	F1	0.583333333333333	1%	Species
V1.V9_ONT_minitax_EMUdb_RandAln_Q3_D6331	V1-V9_ONT_minitax_EMUdb_RandAln_Q3_D6331	Q	Q3	3	NA	GUTMCM_minion_v1_9_20240606_20240607_qiagen_Q3_bc14_bc03_pass.bam	tech.review.gut	EMUdb	V1-V9	ONT	minitax	NA	RandAln	D6331	1e-04	0.2453	F1	0.709677419354839	0.01%	Species
V1.V9_ONT_minitax_EMUdb_RandAln_Q3_D6331	V1-V9_ONT_minitax_EMUdb_RandAln_Q3_D6331	Q	Q3	3	NA	GUTMCM_minion_v1_9_20240606_20240607_qiagen_Q3_bc14_bc03_pass.bam	tech.review.gut	EMUdb	V1-V9	ONT	minitax	NA	RandAln	D6331	0.001	2.453	F1	0.666666666666667	0.1%	Species
V1.V9_ONT_minitax_EMUdb_RandAln_Q3_D6331	V1-V9_ONT_minitax_EMUdb_RandAln_Q3_D6331	Q	Q3	3	NA	GUTMCM_minion_v1_9_20240606_20240607_qiagen_Q3_bc14_bc03_pass.bam	tech.review.gut	EMUdb	V1-V9	ONT	minitax	NA	RandAln	D6331	0.01	24.53	F1	0.666666666666667	1%	Species
V1.V9_ONT_minitax_EMUdb_RandAln_Z1_D6331	V1-V9_ONT_minitax_EMUdb_RandAln_Z1_D6331	Z	Z1	1	NA	GUTMCM_minion_v1_9_20240516_zymo_Z1_bc01_pass.bam	tech.review.gut	EMUdb	V1-V9	ONT	minitax	NA	RandAln	D6331	1e-04	46.6359	F1	0.709677419354839	0.01%	Species
V1.V9_ONT_minitax_EMUdb_RandAln_Z1_D6331	V1-V9_ONT_minitax_EMUdb_RandAln_Z1_D6331	Z	Z1	1	NA	GUTMCM_minion_v1_9_20240516_zymo_Z1_bc01_pass.bam	tech.review.gut	EMUdb	V1-V9	ONT	minitax	NA	RandAln	D6331	0.001	466.359	F1	0.666666666666667	0.1%	Species
V1.V9_ONT_minitax_EMUdb_RandAln_Z1_D6331	V1-V9_ONT_minitax_EMUdb_RandAln_Z1_D6331	Z	Z1	1	NA	GUTMCM_minion_v1_9_20240516_zymo_Z1_bc01_pass.bam	tech.review.gut	EMUdb	V1-V9	ONT	minitax	NA	RandAln	D6331	0.01	4663.59	F1	0.666666666666667	1%	Species
V1.V9_ONT_minitax_EMUdb_RandAln_Z2_D6331	V1-V9_ONT_minitax_EMUdb_RandAln_Z2_D6331	Z	Z2	2	NA	GUTMCM_minion_v1_9_20240516_zymo_Z2_bc02_pass.bam	tech.review.gut	EMUdb	V1-V9	ONT	minitax	NA	RandAln	D6331	1e-04	47.3127	F1	0.709677419354839	0.01%	Species
V1.V9_ONT_minitax_EMUdb_RandAln_Z2_D6331	V1-V9_ONT_minitax_EMUdb_RandAln_Z2_D6331	Z	Z2	2	NA	GUTMCM_minion_v1_9_20240516_zymo_Z2_bc02_pass.bam	tech.review.gut	EMUdb	V1-V9	ONT	minitax	NA	RandAln	D6331	0.001	473.127	F1	0.620689655172414	0.1%	Species
V1.V9_ONT_minitax_EMUdb_RandAln_Z2_D6331	V1-V9_ONT_minitax_EMUdb_RandAln_Z2_D6331	Z	Z2	2	NA	GUTMCM_minion_v1_9_20240516_zymo_Z2_bc02_pass.bam	tech.review.gut	EMUdb	V1-V9	ONT	minitax	NA	RandAln	D6331	0.01	4731.27	F1	0.666666666666667	1%	Species
V1.V9_ONT_minitax_EMUdb_RandAln_Z3_D6331	V1-V9_ONT_minitax_EMUdb_RandAln_Z3_D6331	Z	Z3	3	NA	GUTMCM_minion_v1_9_20240516_zymo_Z3_bc03_pass.bam	tech.review.gut	EMUdb	V1-V9	ONT	minitax	NA	RandAln	D6331	1e-04	43.55	F1	0.709677419354839	0.01%	Species
V1.V9_ONT_minitax_EMUdb_RandAln_Z3_D6331	V1-V9_ONT_minitax_EMUdb_RandAln_Z3_D6331	Z	Z3	3	NA	GUTMCM_minion_v1_9_20240516_zymo_Z3_bc03_pass.bam	tech.review.gut	EMUdb	V1-V9	ONT	minitax	NA	RandAln	D6331	0.001	435.5	F1	0.666666666666667	0.1%	Species
V1.V9_ONT_minitax_EMUdb_RandAln_Z3_D6331	V1-V9_ONT_minitax_EMUdb_RandAln_Z3_D6331	Z	Z3	3	NA	GUTMCM_minion_v1_9_20240516_zymo_Z3_bc03_pass.bam	tech.review.gut	EMUdb	V1-V9	ONT	minitax	NA	RandAln	D6331	0.01	4355	F1	0.666666666666667	1%	Species
V1.V9_ONT_minitax_EMUdb_RandAln_I1_D6331	V1-V9_ONT_minitax_EMUdb_RandAln_I1_D6331	I	I1	1	NA	GUTMCM_minion_v1_9_20240606_invitrogen_I1_bc15_pass.bam	tech.review.gut	EMUdb	V1-V9	ONT	minitax	NA	RandAln	D6331	1e-04	136.5787	F0.5	0.666666666666667	0.01%	Species
V1.V9_ONT_minitax_EMUdb_RandAln_I1_D6331	V1-V9_ONT_minitax_EMUdb_RandAln_I1_D6331	I	I1	1	NA	GUTMCM_minion_v1_9_20240606_invitrogen_I1_bc15_pass.bam	tech.review.gut	EMUdb	V1-V9	ONT	minitax	NA	RandAln	D6331	0.001	1365.787	F0.5	0.714285714285714	0.1%	Species
V1.V9_ONT_minitax_EMUdb_RandAln_I1_D6331	V1-V9_ONT_minitax_EMUdb_RandAln_I1_D6331	I	I1	1	NA	GUTMCM_minion_v1_9_20240606_invitrogen_I1_bc15_pass.bam	tech.review.gut	EMUdb	V1-V9	ONT	minitax	NA	RandAln	D6331	0.01	13657.87	F0.5	0.714285714285714	1%	Species
V1.V9_ONT_minitax_EMUdb_RandAln_I2_D6331	V1-V9_ONT_minitax_EMUdb_RandAln_I2_D6331	I	I2	2	NA	GUTMCM_minion_v1_9_20240606_invitrogen_I2_bc16_pass.bam	tech.review.gut	EMUdb	V1-V9	ONT	minitax	NA	RandAln	D6331	1e-04	135.6996	F0.5	0.666666666666667	0.01%	Species
V1.V9_ONT_minitax_EMUdb_RandAln_I2_D6331	V1-V9_ONT_minitax_EMUdb_RandAln_I2_D6331	I	I2	2	NA	GUTMCM_minion_v1_9_20240606_invitrogen_I2_bc16_pass.bam	tech.review.gut	EMUdb	V1-V9	ONT	minitax	NA	RandAln	D6331	0.001	1356.996	F0.5	0.714285714285714	0.1%	Species
V1.V9_ONT_minitax_EMUdb_RandAln_I2_D6331	V1-V9_ONT_minitax_EMUdb_RandAln_I2_D6331	I	I2	2	NA	GUTMCM_minion_v1_9_20240606_invitrogen_I2_bc16_pass.bam	tech.review.gut	EMUdb	V1-V9	ONT	minitax	NA	RandAln	D6331	0.01	13569.96	F0.5	0.714285714285714	1%	Species
V1.V9_ONT_minitax_EMUdb_RandAln_I3_D6331	V1-V9_ONT_minitax_EMUdb_RandAln_I3_D6331	I	I3	3	NA	GUTMCM_minion_v1_9_20240606_invitrogen_I3_bc17_pass.bam	tech.review.gut	EMUdb	V1-V9	ONT	minitax	NA	RandAln	D6331	1e-04	141.5706	F0.5	0.633802816901408	0.01%	Species
V1.V9_ONT_minitax_EMUdb_RandAln_I3_D6331	V1-V9_ONT_minitax_EMUdb_RandAln_I3_D6331	I	I3	3	NA	GUTMCM_minion_v1_9_20240606_invitrogen_I3_bc17_pass.bam	tech.review.gut	EMUdb	V1-V9	ONT	minitax	NA	RandAln	D6331	0.001	1415.706	F0.5	0.714285714285714	0.1%	Species
V1.V9_ONT_minitax_EMUdb_RandAln_I3_D6331	V1-V9_ONT_minitax_EMUdb_RandAln_I3_D6331	I	I3	3	NA	GUTMCM_minion_v1_9_20240606_invitrogen_I3_bc17_pass.bam	tech.review.gut	EMUdb	V1-V9	ONT	minitax	NA	RandAln	D6331	0.01	14157.06	F0.5	0.714285714285714	1%	Species
V1.V9_ONT_minitax_EMUdb_RandAln_MN1_D6331	V1-V9_ONT_minitax_EMUdb_RandAln_MN1_D6331	MN	MN1	1	NA	GUTMCM_minion_v1_9_20240606_macherey_nagel_MN1_bc09_pass.bam	tech.review.gut	EMUdb	V1-V9	ONT	minitax	NA	RandAln	D6331	1e-04	151.5885	F0.5	0.69620253164557	0.01%	Species
V1.V9_ONT_minitax_EMUdb_RandAln_MN1_D6331	V1-V9_ONT_minitax_EMUdb_RandAln_MN1_D6331	MN	MN1	1	NA	GUTMCM_minion_v1_9_20240606_macherey_nagel_MN1_bc09_pass.bam	tech.review.gut	EMUdb	V1-V9	ONT	minitax	NA	RandAln	D6331	0.001	1515.885	F0.5	0.633802816901408	0.1%	Species
V1.V9_ONT_minitax_EMUdb_RandAln_MN1_D6331	V1-V9_ONT_minitax_EMUdb_RandAln_MN1_D6331	MN	MN1	1	NA	GUTMCM_minion_v1_9_20240606_macherey_nagel_MN1_bc09_pass.bam	tech.review.gut	EMUdb	V1-V9	ONT	minitax	NA	RandAln	D6331	0.01	15158.85	F0.5	0.784313725490196	1%	Species
V1.V9_ONT_minitax_EMUdb_RandAln_MN2_D6331	V1-V9_ONT_minitax_EMUdb_RandAln_MN2_D6331	MN	MN2	2	NA	GUTMCM_minion_v1_9_20240606_macherey_nagel_MN2_bc10_pass.bam	tech.review.gut	EMUdb	V1-V9	ONT	minitax	NA	RandAln	D6331	1e-04	152.5235	F0.5	0.69620253164557	0.01%	Species
V1.V9_ONT_minitax_EMUdb_RandAln_MN2_D6331	V1-V9_ONT_minitax_EMUdb_RandAln_MN2_D6331	MN	MN2	2	NA	GUTMCM_minion_v1_9_20240606_macherey_nagel_MN2_bc10_pass.bam	tech.review.gut	EMUdb	V1-V9	ONT	minitax	NA	RandAln	D6331	0.001	1525.235	F0.5	0.633802816901408	0.1%	Species
V1.V9_ONT_minitax_EMUdb_RandAln_MN2_D6331	V1-V9_ONT_minitax_EMUdb_RandAln_MN2_D6331	MN	MN2	2	NA	GUTMCM_minion_v1_9_20240606_macherey_nagel_MN2_bc10_pass.bam	tech.review.gut	EMUdb	V1-V9	ONT	minitax	NA	RandAln	D6331	0.01	15252.35	F0.5	0.686274509803922	1%	Species
V1.V9_ONT_minitax_EMUdb_RandAln_MN3_D6331	V1-V9_ONT_minitax_EMUdb_RandAln_MN3_D6331	MN	MN3	3	NA	GUTMCM_minion_v1_9_20240606_macherey_nagel_MN3_bc11_pass.bam	tech.review.gut	EMUdb	V1-V9	ONT	minitax	NA	RandAln	D6331	1e-04	122.1768	F0.5	0.69620253164557	0.01%	Species
V1.V9_ONT_minitax_EMUdb_RandAln_MN3_D6331	V1-V9_ONT_minitax_EMUdb_RandAln_MN3_D6331	MN	MN3	3	NA	GUTMCM_minion_v1_9_20240606_macherey_nagel_MN3_bc11_pass.bam	tech.review.gut	EMUdb	V1-V9	ONT	minitax	NA	RandAln	D6331	0.001	1221.768	F0.5	0.666666666666667	0.1%	Species
V1.V9_ONT_minitax_EMUdb_RandAln_MN3_D6331	V1-V9_ONT_minitax_EMUdb_RandAln_MN3_D6331	MN	MN3	3	NA	GUTMCM_minion_v1_9_20240606_macherey_nagel_MN3_bc11_pass.bam	tech.review.gut	EMUdb	V1-V9	ONT	minitax	NA	RandAln	D6331	0.01	12217.68	F0.5	0.784313725490196	1%	Species
V1.V9_ONT_minitax_EMUdb_RandAln_Q1_D6331	V1-V9_ONT_minitax_EMUdb_RandAln_Q1_D6331	Q	Q1	1	NA	GUTMCM_minion_v1_9_20240606_20240607_qiagen_Q1_bc12_bc01_pass.bam	tech.review.gut	EMUdb	V1-V9	ONT	minitax	NA	RandAln	D6331	1e-04	0.2251	F0.5	0.69620253164557	0.01%	Species
V1.V9_ONT_minitax_EMUdb_RandAln_Q1_D6331	V1-V9_ONT_minitax_EMUdb_RandAln_Q1_D6331	Q	Q1	1	NA	GUTMCM_minion_v1_9_20240606_20240607_qiagen_Q1_bc12_bc01_pass.bam	tech.review.gut	EMUdb	V1-V9	ONT	minitax	NA	RandAln	D6331	0.001	2.251	F0.5	0.733333333333333	0.1%	Species
V1.V9_ONT_minitax_EMUdb_RandAln_Q1_D6331	V1-V9_ONT_minitax_EMUdb_RandAln_Q1_D6331	Q	Q1	1	NA	GUTMCM_minion_v1_9_20240606_20240607_qiagen_Q1_bc12_bc01_pass.bam	tech.review.gut	EMUdb	V1-V9	ONT	minitax	NA	RandAln	D6331	0.01	22.51	F0.5	0.784313725490196	1%	Species
V1.V9_ONT_minitax_EMUdb_RandAln_Q2_D6331	V1-V9_ONT_minitax_EMUdb_RandAln_Q2_D6331	Q	Q2	2	NA	GUTMCM_minion_v1_9_20240606_20240607_qiagen_Q2_bc13_bc02_pass.bam	tech.review.gut	EMUdb	V1-V9	ONT	minitax	NA	RandAln	D6331	1e-04	0.2441	F0.5	0.69620253164557	0.01%	Species
V1.V9_ONT_minitax_EMUdb_RandAln_Q2_D6331	V1-V9_ONT_minitax_EMUdb_RandAln_Q2_D6331	Q	Q2	2	NA	GUTMCM_minion_v1_9_20240606_20240607_qiagen_Q2_bc13_bc02_pass.bam	tech.review.gut	EMUdb	V1-V9	ONT	minitax	NA	RandAln	D6331	0.001	2.441	F0.5	0.633802816901408	0.1%	Species
V1.V9_ONT_minitax_EMUdb_RandAln_Q2_D6331	V1-V9_ONT_minitax_EMUdb_RandAln_Q2_D6331	Q	Q2	2	NA	GUTMCM_minion_v1_9_20240606_20240607_qiagen_Q2_bc13_bc02_pass.bam	tech.review.gut	EMUdb	V1-V9	ONT	minitax	NA	RandAln	D6331	0.01	24.41	F0.5	0.686274509803922	1%	Species
V1.V9_ONT_minitax_EMUdb_RandAln_Q3_D6331	V1-V9_ONT_minitax_EMUdb_RandAln_Q3_D6331	Q	Q3	3	NA	GUTMCM_minion_v1_9_20240606_20240607_qiagen_Q3_bc14_bc03_pass.bam	tech.review.gut	EMUdb	V1-V9	ONT	minitax	NA	RandAln	D6331	1e-04	0.2453	F0.5	0.69620253164557	0.01%	Species
V1.V9_ONT_minitax_EMUdb_RandAln_Q3_D6331	V1-V9_ONT_minitax_EMUdb_RandAln_Q3_D6331	Q	Q3	3	NA	GUTMCM_minion_v1_9_20240606_20240607_qiagen_Q3_bc14_bc03_pass.bam	tech.review.gut	EMUdb	V1-V9	ONT	minitax	NA	RandAln	D6331	0.001	2.453	F0.5	0.666666666666667	0.1%	Species
V1.V9_ONT_minitax_EMUdb_RandAln_Q3_D6331	V1-V9_ONT_minitax_EMUdb_RandAln_Q3_D6331	Q	Q3	3	NA	GUTMCM_minion_v1_9_20240606_20240607_qiagen_Q3_bc14_bc03_pass.bam	tech.review.gut	EMUdb	V1-V9	ONT	minitax	NA	RandAln	D6331	0.01	24.53	F0.5	0.784313725490196	1%	Species
V1.V9_ONT_minitax_EMUdb_RandAln_Z1_D6331	V1-V9_ONT_minitax_EMUdb_RandAln_Z1_D6331	Z	Z1	1	NA	GUTMCM_minion_v1_9_20240516_zymo_Z1_bc01_pass.bam	tech.review.gut	EMUdb	V1-V9	ONT	minitax	NA	RandAln	D6331	1e-04	46.6359	F0.5	0.69620253164557	0.01%	Species
V1.V9_ONT_minitax_EMUdb_RandAln_Z1_D6331	V1-V9_ONT_minitax_EMUdb_RandAln_Z1_D6331	Z	Z1	1	NA	GUTMCM_minion_v1_9_20240516_zymo_Z1_bc01_pass.bam	tech.review.gut	EMUdb	V1-V9	ONT	minitax	NA	RandAln	D6331	0.001	466.359	F0.5	0.666666666666667	0.1%	Species
V1.V9_ONT_minitax_EMUdb_RandAln_Z1_D6331	V1-V9_ONT_minitax_EMUdb_RandAln_Z1_D6331	Z	Z1	1	NA	GUTMCM_minion_v1_9_20240516_zymo_Z1_bc01_pass.bam	tech.review.gut	EMUdb	V1-V9	ONT	minitax	NA	RandAln	D6331	0.01	4663.59	F0.5	0.784313725490196	1%	Species
V1.V9_ONT_minitax_EMUdb_RandAln_Z2_D6331	V1-V9_ONT_minitax_EMUdb_RandAln_Z2_D6331	Z	Z2	2	NA	GUTMCM_minion_v1_9_20240516_zymo_Z2_bc02_pass.bam	tech.review.gut	EMUdb	V1-V9	ONT	minitax	NA	RandAln	D6331	1e-04	47.3127	F0.5	0.69620253164557	0.01%	Species
V1.V9_ONT_minitax_EMUdb_RandAln_Z2_D6331	V1-V9_ONT_minitax_EMUdb_RandAln_Z2_D6331	Z	Z2	2	NA	GUTMCM_minion_v1_9_20240516_zymo_Z2_bc02_pass.bam	tech.review.gut	EMUdb	V1-V9	ONT	minitax	NA	RandAln	D6331	0.001	473.127	F0.5	0.633802816901408	0.1%	Species
V1.V9_ONT_minitax_EMUdb_RandAln_Z2_D6331	V1-V9_ONT_minitax_EMUdb_RandAln_Z2_D6331	Z	Z2	2	NA	GUTMCM_minion_v1_9_20240516_zymo_Z2_bc02_pass.bam	tech.review.gut	EMUdb	V1-V9	ONT	minitax	NA	RandAln	D6331	0.01	4731.27	F0.5	0.784313725490196	1%	Species
V1.V9_ONT_minitax_EMUdb_RandAln_Z3_D6331	V1-V9_ONT_minitax_EMUdb_RandAln_Z3_D6331	Z	Z3	3	NA	GUTMCM_minion_v1_9_20240516_zymo_Z3_bc03_pass.bam	tech.review.gut	EMUdb	V1-V9	ONT	minitax	NA	RandAln	D6331	1e-04	43.55	F0.5	0.69620253164557	0.01%	Species
V1.V9_ONT_minitax_EMUdb_RandAln_Z3_D6331	V1-V9_ONT_minitax_EMUdb_RandAln_Z3_D6331	Z	Z3	3	NA	GUTMCM_minion_v1_9_20240516_zymo_Z3_bc03_pass.bam	tech.review.gut	EMUdb	V1-V9	ONT	minitax	NA	RandAln	D6331	0.001	435.5	F0.5	0.666666666666667	0.1%	Species
V1.V9_ONT_minitax_EMUdb_RandAln_Z3_D6331	V1-V9_ONT_minitax_EMUdb_RandAln_Z3_D6331	Z	Z3	3	NA	GUTMCM_minion_v1_9_20240516_zymo_Z3_bc03_pass.bam	tech.review.gut	EMUdb	V1-V9	ONT	minitax	NA	RandAln	D6331	0.01	4355	F0.5	0.784313725490196	1%	Species
V1.V9_ONT_minitax_EMUdb_RandAln_I1_D6331	V1-V9_ONT_minitax_EMUdb_RandAln_I1_D6331	I	I1	1	NA	GUTMCM_minion_v1_9_20240606_invitrogen_I1_bc15_pass.bam	tech.review.gut	EMUdb	V1-V9	ONT	minitax	NA	RandAln	D6331	1e-04	136.5787	Chi_stat	122.053927221366	0.01%	Species
