Row.names	sample	DNA_isolation_method	sample_name	sample_nr	GS_name	bamfile	project	db	Vregion	platform	workflow	mapq.filt	method	GS_version	Detection_threshold_ratio	Detection_threshold	statistic	value	Detection_threshold_percent	level
V1.V9_ONT_minitax_all_NCBI_genomes_RandAln_MN2_D6331	V1-V9_ONT_minitax_all_NCBI_genomes_RandAln_MN2_D6331	MN	MN2	2	NA	GUTMCM_minion_v1_9_20240606_macherey_nagel_MN2_bc10_pass.bam	tech.review.gut	NCBI_genome_collection	V1-V9	ONT	minitax	NA	RandAln	D6331	0.01	15090.85	Recall	0.333333333333333	1%	Species
V1.V9_ONT_minitax_all_NCBI_genomes_RandAln_MN3_D6331	V1-V9_ONT_minitax_all_NCBI_genomes_RandAln_MN3_D6331	MN	MN3	3	NA	GUTMCM_minion_v1_9_20240606_macherey_nagel_MN3_bc11_pass.bam	tech.review.gut	NCBI_genome_collection	V1-V9	ONT	minitax	NA	RandAln	D6331	1e-04	120.2029	Recall	0.666666666666667	0.01%	Species
V1.V9_ONT_minitax_all_NCBI_genomes_RandAln_MN3_D6331	V1-V9_ONT_minitax_all_NCBI_genomes_RandAln_MN3_D6331	MN	MN3	3	NA	GUTMCM_minion_v1_9_20240606_macherey_nagel_MN3_bc11_pass.bam	tech.review.gut	NCBI_genome_collection	V1-V9	ONT	minitax	NA	RandAln	D6331	0.001	1202.029	Recall	0.6	0.1%	Species
V1.V9_ONT_minitax_all_NCBI_genomes_RandAln_MN3_D6331	V1-V9_ONT_minitax_all_NCBI_genomes_RandAln_MN3_D6331	MN	MN3	3	NA	GUTMCM_minion_v1_9_20240606_macherey_nagel_MN3_bc11_pass.bam	tech.review.gut	NCBI_genome_collection	V1-V9	ONT	minitax	NA	RandAln	D6331	0.01	12020.29	Recall	0.533333333333333	1%	Species
V1.V9_ONT_minitax_all_NCBI_genomes_RandAln_Q1_D6331	V1-V9_ONT_minitax_all_NCBI_genomes_RandAln_Q1_D6331	Q	Q1	1	NA	GUTMCM_minion_v1_9_20240606_20240607_qiagen_Q1_bc12_bc01_pass.bam	tech.review.gut	NCBI_genome_collection	V1-V9	ONT	minitax	NA	RandAln	D6331	1e-04	0.2202	Recall	0.666666666666667	0.01%	Species
V1.V9_ONT_minitax_all_NCBI_genomes_RandAln_Q1_D6331	V1-V9_ONT_minitax_all_NCBI_genomes_RandAln_Q1_D6331	Q	Q1	1	NA	GUTMCM_minion_v1_9_20240606_20240607_qiagen_Q1_bc12_bc01_pass.bam	tech.review.gut	NCBI_genome_collection	V1-V9	ONT	minitax	NA	RandAln	D6331	0.001	2.202	Recall	0.533333333333333	0.1%	Species
V1.V9_ONT_minitax_all_NCBI_genomes_RandAln_Q1_D6331	V1-V9_ONT_minitax_all_NCBI_genomes_RandAln_Q1_D6331	Q	Q1	1	NA	GUTMCM_minion_v1_9_20240606_20240607_qiagen_Q1_bc12_bc01_pass.bam	tech.review.gut	NCBI_genome_collection	V1-V9	ONT	minitax	NA	RandAln	D6331	0.01	22.02	Recall	0.466666666666667	1%	Species
V1.V9_ONT_minitax_all_NCBI_genomes_RandAln_Q2_D6331	V1-V9_ONT_minitax_all_NCBI_genomes_RandAln_Q2_D6331	Q	Q2	2	NA	GUTMCM_minion_v1_9_20240606_20240607_qiagen_Q2_bc13_bc02_pass.bam	tech.review.gut	NCBI_genome_collection	V1-V9	ONT	minitax	NA	RandAln	D6331	1e-04	0.24	Recall	0.666666666666667	0.01%	Species
V1.V9_ONT_minitax_all_NCBI_genomes_RandAln_Q2_D6331	V1-V9_ONT_minitax_all_NCBI_genomes_RandAln_Q2_D6331	Q	Q2	2	NA	GUTMCM_minion_v1_9_20240606_20240607_qiagen_Q2_bc13_bc02_pass.bam	tech.review.gut	NCBI_genome_collection	V1-V9	ONT	minitax	NA	RandAln	D6331	0.001	2.4	Recall	0.533333333333333	0.1%	Species
V1.V9_ONT_minitax_all_NCBI_genomes_RandAln_Q2_D6331	V1-V9_ONT_minitax_all_NCBI_genomes_RandAln_Q2_D6331	Q	Q2	2	NA	GUTMCM_minion_v1_9_20240606_20240607_qiagen_Q2_bc13_bc02_pass.bam	tech.review.gut	NCBI_genome_collection	V1-V9	ONT	minitax	NA	RandAln	D6331	0.01	24	Recall	0.333333333333333	1%	Species
V1.V9_ONT_minitax_all_NCBI_genomes_RandAln_Q3_D6331	V1-V9_ONT_minitax_all_NCBI_genomes_RandAln_Q3_D6331	Q	Q3	3	NA	GUTMCM_minion_v1_9_20240606_20240607_qiagen_Q3_bc14_bc03_pass.bam	tech.review.gut	NCBI_genome_collection	V1-V9	ONT	minitax	NA	RandAln	D6331	1e-04	0.2424	Recall	0.666666666666667	0.01%	Species
V1.V9_ONT_minitax_all_NCBI_genomes_RandAln_Q3_D6331	V1-V9_ONT_minitax_all_NCBI_genomes_RandAln_Q3_D6331	Q	Q3	3	NA	GUTMCM_minion_v1_9_20240606_20240607_qiagen_Q3_bc14_bc03_pass.bam	tech.review.gut	NCBI_genome_collection	V1-V9	ONT	minitax	NA	RandAln	D6331	0.001	2.424	Recall	0.533333333333333	0.1%	Species
V1.V9_ONT_minitax_all_NCBI_genomes_RandAln_Q3_D6331	V1-V9_ONT_minitax_all_NCBI_genomes_RandAln_Q3_D6331	Q	Q3	3	NA	GUTMCM_minion_v1_9_20240606_20240607_qiagen_Q3_bc14_bc03_pass.bam	tech.review.gut	NCBI_genome_collection	V1-V9	ONT	minitax	NA	RandAln	D6331	0.01	24.24	Recall	0.466666666666667	1%	Species
V1.V9_ONT_minitax_all_NCBI_genomes_RandAln_Z1_D6331	V1-V9_ONT_minitax_all_NCBI_genomes_RandAln_Z1_D6331	Z	Z1	1	NA	GUTMCM_minion_v1_9_20240516_zymo_Z1_bc01_pass.bam	tech.review.gut	NCBI_genome_collection	V1-V9	ONT	minitax	NA	RandAln	D6331	1e-04	45.9561	Recall	0.666666666666667	0.01%	Species
V1.V9_ONT_minitax_all_NCBI_genomes_RandAln_Z1_D6331	V1-V9_ONT_minitax_all_NCBI_genomes_RandAln_Z1_D6331	Z	Z1	1	NA	GUTMCM_minion_v1_9_20240516_zymo_Z1_bc01_pass.bam	tech.review.gut	NCBI_genome_collection	V1-V9	ONT	minitax	NA	RandAln	D6331	0.001	459.561	Recall	0.533333333333333	0.1%	Species
V1.V9_ONT_minitax_all_NCBI_genomes_RandAln_Z1_D6331	V1-V9_ONT_minitax_all_NCBI_genomes_RandAln_Z1_D6331	Z	Z1	1	NA	GUTMCM_minion_v1_9_20240516_zymo_Z1_bc01_pass.bam	tech.review.gut	NCBI_genome_collection	V1-V9	ONT	minitax	NA	RandAln	D6331	0.01	4595.61	Recall	0.533333333333333	1%	Species
V1.V9_ONT_minitax_all_NCBI_genomes_RandAln_Z2_D6331	V1-V9_ONT_minitax_all_NCBI_genomes_RandAln_Z2_D6331	Z	Z2	2	NA	GUTMCM_minion_v1_9_20240516_zymo_Z2_bc02_pass.bam	tech.review.gut	NCBI_genome_collection	V1-V9	ONT	minitax	NA	RandAln	D6331	1e-04	46.7607	Recall	0.666666666666667	0.01%	Species
V1.V9_ONT_minitax_all_NCBI_genomes_RandAln_Z2_D6331	V1-V9_ONT_minitax_all_NCBI_genomes_RandAln_Z2_D6331	Z	Z2	2	NA	GUTMCM_minion_v1_9_20240516_zymo_Z2_bc02_pass.bam	tech.review.gut	NCBI_genome_collection	V1-V9	ONT	minitax	NA	RandAln	D6331	0.001	467.607	Recall	0.533333333333333	0.1%	Species
V1.V9_ONT_minitax_all_NCBI_genomes_RandAln_Z2_D6331	V1-V9_ONT_minitax_all_NCBI_genomes_RandAln_Z2_D6331	Z	Z2	2	NA	GUTMCM_minion_v1_9_20240516_zymo_Z2_bc02_pass.bam	tech.review.gut	NCBI_genome_collection	V1-V9	ONT	minitax	NA	RandAln	D6331	0.01	4676.07	Recall	0.466666666666667	1%	Species
V1.V9_ONT_minitax_all_NCBI_genomes_RandAln_Z3_D6331	V1-V9_ONT_minitax_all_NCBI_genomes_RandAln_Z3_D6331	Z	Z3	3	NA	GUTMCM_minion_v1_9_20240516_zymo_Z3_bc03_pass.bam	tech.review.gut	NCBI_genome_collection	V1-V9	ONT	minitax	NA	RandAln	D6331	1e-04	42.8809	Recall	0.666666666666667	0.01%	Species
V1.V9_ONT_minitax_all_NCBI_genomes_RandAln_Z3_D6331	V1-V9_ONT_minitax_all_NCBI_genomes_RandAln_Z3_D6331	Z	Z3	3	NA	GUTMCM_minion_v1_9_20240516_zymo_Z3_bc03_pass.bam	tech.review.gut	NCBI_genome_collection	V1-V9	ONT	minitax	NA	RandAln	D6331	0.001	428.809	Recall	0.533333333333333	0.1%	Species
V1.V9_ONT_minitax_all_NCBI_genomes_RandAln_Z3_D6331	V1-V9_ONT_minitax_all_NCBI_genomes_RandAln_Z3_D6331	Z	Z3	3	NA	GUTMCM_minion_v1_9_20240516_zymo_Z3_bc03_pass.bam	tech.review.gut	NCBI_genome_collection	V1-V9	ONT	minitax	NA	RandAln	D6331	0.01	4288.09	Recall	0.466666666666667	1%	Species
V1.V9_ONT_minitax_all_NCBI_genomes_RandAln_I1_D6331	V1-V9_ONT_minitax_all_NCBI_genomes_RandAln_I1_D6331	I	I1	1	NA	GUTMCM_minion_v1_9_20240606_invitrogen_I1_bc15_pass.bam	tech.review.gut	NCBI_genome_collection	V1-V9	ONT	minitax	NA	RandAln	D6331	1e-04	134.0354	F1	0.382978723404255	0.01%	Species
V1.V9_ONT_minitax_all_NCBI_genomes_RandAln_I1_D6331	V1-V9_ONT_minitax_all_NCBI_genomes_RandAln_I1_D6331	I	I1	1	NA	GUTMCM_minion_v1_9_20240606_invitrogen_I1_bc15_pass.bam	tech.review.gut	NCBI_genome_collection	V1-V9	ONT	minitax	NA	RandAln	D6331	0.001	1340.354	F1	0.457142857142857	0.1%	Species
V1.V9_ONT_minitax_all_NCBI_genomes_RandAln_I1_D6331	V1-V9_ONT_minitax_all_NCBI_genomes_RandAln_I1_D6331	I	I1	1	NA	GUTMCM_minion_v1_9_20240606_invitrogen_I1_bc15_pass.bam	tech.review.gut	NCBI_genome_collection	V1-V9	ONT	minitax	NA	RandAln	D6331	0.01	13403.54	F1	0.434782608695652	1%	Species
V1.V9_ONT_minitax_all_NCBI_genomes_RandAln_I2_D6331	V1-V9_ONT_minitax_all_NCBI_genomes_RandAln_I2_D6331	I	I2	2	NA	GUTMCM_minion_v1_9_20240606_invitrogen_I2_bc16_pass.bam	tech.review.gut	NCBI_genome_collection	V1-V9	ONT	minitax	NA	RandAln	D6331	1e-04	133.1545	F1	0.391304347826087	0.01%	Species
V1.V9_ONT_minitax_all_NCBI_genomes_RandAln_I2_D6331	V1-V9_ONT_minitax_all_NCBI_genomes_RandAln_I2_D6331	I	I2	2	NA	GUTMCM_minion_v1_9_20240606_invitrogen_I2_bc16_pass.bam	tech.review.gut	NCBI_genome_collection	V1-V9	ONT	minitax	NA	RandAln	D6331	0.001	1331.545	F1	0.470588235294118	0.1%	Species
V1.V9_ONT_minitax_all_NCBI_genomes_RandAln_I2_D6331	V1-V9_ONT_minitax_all_NCBI_genomes_RandAln_I2_D6331	I	I2	2	NA	GUTMCM_minion_v1_9_20240606_invitrogen_I2_bc16_pass.bam	tech.review.gut	NCBI_genome_collection	V1-V9	ONT	minitax	NA	RandAln	D6331	0.01	13315.45	F1	0.434782608695652	1%	Species
V1.V9_ONT_minitax_all_NCBI_genomes_RandAln_I3_D6331	V1-V9_ONT_minitax_all_NCBI_genomes_RandAln_I3_D6331	I	I3	3	NA	GUTMCM_minion_v1_9_20240606_invitrogen_I3_bc17_pass.bam	tech.review.gut	NCBI_genome_collection	V1-V9	ONT	minitax	NA	RandAln	D6331	1e-04	139.6491	F1	0.4	0.01%	Species
V1.V9_ONT_minitax_all_NCBI_genomes_RandAln_I3_D6331	V1-V9_ONT_minitax_all_NCBI_genomes_RandAln_I3_D6331	I	I3	3	NA	GUTMCM_minion_v1_9_20240606_invitrogen_I3_bc17_pass.bam	tech.review.gut	NCBI_genome_collection	V1-V9	ONT	minitax	NA	RandAln	D6331	0.001	1396.491	F1	0.470588235294118	0.1%	Species
V1.V9_ONT_minitax_all_NCBI_genomes_RandAln_I3_D6331	V1-V9_ONT_minitax_all_NCBI_genomes_RandAln_I3_D6331	I	I3	3	NA	GUTMCM_minion_v1_9_20240606_invitrogen_I3_bc17_pass.bam	tech.review.gut	NCBI_genome_collection	V1-V9	ONT	minitax	NA	RandAln	D6331	0.01	13964.91	F1	0.434782608695652	1%	Species
V1.V9_ONT_minitax_all_NCBI_genomes_RandAln_MN1_D6331	V1-V9_ONT_minitax_all_NCBI_genomes_RandAln_MN1_D6331	MN	MN1	1	NA	GUTMCM_minion_v1_9_20240606_macherey_nagel_MN1_bc09_pass.bam	tech.review.gut	NCBI_genome_collection	V1-V9	ONT	minitax	NA	RandAln	D6331	1e-04	149.7371	F1	0.392156862745098	0.01%	Species
V1.V9_ONT_minitax_all_NCBI_genomes_RandAln_MN1_D6331	V1-V9_ONT_minitax_all_NCBI_genomes_RandAln_MN1_D6331	MN	MN1	1	NA	GUTMCM_minion_v1_9_20240606_macherey_nagel_MN1_bc09_pass.bam	tech.review.gut	NCBI_genome_collection	V1-V9	ONT	minitax	NA	RandAln	D6331	0.001	1497.371	F1	0.418604651162791	0.1%	Species
V1.V9_ONT_minitax_all_NCBI_genomes_RandAln_MN1_D6331	V1-V9_ONT_minitax_all_NCBI_genomes_RandAln_MN1_D6331	MN	MN1	1	NA	GUTMCM_minion_v1_9_20240606_macherey_nagel_MN1_bc09_pass.bam	tech.review.gut	NCBI_genome_collection	V1-V9	ONT	minitax	NA	RandAln	D6331	0.01	14973.71	F1	0.5	1%	Species
V1.V9_ONT_minitax_all_NCBI_genomes_RandAln_MN2_D6331	V1-V9_ONT_minitax_all_NCBI_genomes_RandAln_MN2_D6331	MN	MN2	2	NA	GUTMCM_minion_v1_9_20240606_macherey_nagel_MN2_bc10_pass.bam	tech.review.gut	NCBI_genome_collection	V1-V9	ONT	minitax	NA	RandAln	D6331	1e-04	150.9085	F1	0.392156862745098	0.01%	Species
V1.V9_ONT_minitax_all_NCBI_genomes_RandAln_MN2_D6331	V1-V9_ONT_minitax_all_NCBI_genomes_RandAln_MN2_D6331	MN	MN2	2	NA	GUTMCM_minion_v1_9_20240606_macherey_nagel_MN2_bc10_pass.bam	tech.review.gut	NCBI_genome_collection	V1-V9	ONT	minitax	NA	RandAln	D6331	0.001	1509.085	F1	0.418604651162791	0.1%	Species
V1.V9_ONT_minitax_all_NCBI_genomes_RandAln_MN2_D6331	V1-V9_ONT_minitax_all_NCBI_genomes_RandAln_MN2_D6331	MN	MN2	2	NA	GUTMCM_minion_v1_9_20240606_macherey_nagel_MN2_bc10_pass.bam	tech.review.gut	NCBI_genome_collection	V1-V9	ONT	minitax	NA	RandAln	D6331	0.01	15090.85	F1	0.4	1%	Species
V1.V9_ONT_minitax_all_NCBI_genomes_RandAln_MN3_D6331	V1-V9_ONT_minitax_all_NCBI_genomes_RandAln_MN3_D6331	MN	MN3	3	NA	GUTMCM_minion_v1_9_20240606_macherey_nagel_MN3_bc11_pass.bam	tech.review.gut	NCBI_genome_collection	V1-V9	ONT	minitax	NA	RandAln	D6331	1e-04	120.2029	F1	0.392156862745098	0.01%	Species
V1.V9_ONT_minitax_all_NCBI_genomes_RandAln_MN3_D6331	V1-V9_ONT_minitax_all_NCBI_genomes_RandAln_MN3_D6331	MN	MN3	3	NA	GUTMCM_minion_v1_9_20240606_macherey_nagel_MN3_bc11_pass.bam	tech.review.gut	NCBI_genome_collection	V1-V9	ONT	minitax	NA	RandAln	D6331	0.001	1202.029	F1	0.409090909090909	0.1%	Species
V1.V9_ONT_minitax_all_NCBI_genomes_RandAln_MN3_D6331	V1-V9_ONT_minitax_all_NCBI_genomes_RandAln_MN3_D6331	MN	MN3	3	NA	GUTMCM_minion_v1_9_20240606_macherey_nagel_MN3_bc11_pass.bam	tech.review.gut	NCBI_genome_collection	V1-V9	ONT	minitax	NA	RandAln	D6331	0.01	12020.29	F1	0.533333333333333	1%	Species
V1.V9_ONT_minitax_all_NCBI_genomes_RandAln_Q1_D6331	V1-V9_ONT_minitax_all_NCBI_genomes_RandAln_Q1_D6331	Q	Q1	1	NA	GUTMCM_minion_v1_9_20240606_20240607_qiagen_Q1_bc12_bc01_pass.bam	tech.review.gut	NCBI_genome_collection	V1-V9	ONT	minitax	NA	RandAln	D6331	1e-04	0.2202	F1	0.392156862745098	0.01%	Species
V1.V9_ONT_minitax_all_NCBI_genomes_RandAln_Q1_D6331	V1-V9_ONT_minitax_all_NCBI_genomes_RandAln_Q1_D6331	Q	Q1	1	NA	GUTMCM_minion_v1_9_20240606_20240607_qiagen_Q1_bc12_bc01_pass.bam	tech.review.gut	NCBI_genome_collection	V1-V9	ONT	minitax	NA	RandAln	D6331	0.001	2.202	F1	0.355555555555556	0.1%	Species
V1.V9_ONT_minitax_all_NCBI_genomes_RandAln_Q1_D6331	V1-V9_ONT_minitax_all_NCBI_genomes_RandAln_Q1_D6331	Q	Q1	1	NA	GUTMCM_minion_v1_9_20240606_20240607_qiagen_Q1_bc12_bc01_pass.bam	tech.review.gut	NCBI_genome_collection	V1-V9	ONT	minitax	NA	RandAln	D6331	0.01	22.02	F1	0.482758620689655	1%	Species
V1.V9_ONT_minitax_all_NCBI_genomes_RandAln_Q2_D6331	V1-V9_ONT_minitax_all_NCBI_genomes_RandAln_Q2_D6331	Q	Q2	2	NA	GUTMCM_minion_v1_9_20240606_20240607_qiagen_Q2_bc13_bc02_pass.bam	tech.review.gut	NCBI_genome_collection	V1-V9	ONT	minitax	NA	RandAln	D6331	1e-04	0.24	F1	0.392156862745098	0.01%	Species
V1.V9_ONT_minitax_all_NCBI_genomes_RandAln_Q2_D6331	V1-V9_ONT_minitax_all_NCBI_genomes_RandAln_Q2_D6331	Q	Q2	2	NA	GUTMCM_minion_v1_9_20240606_20240607_qiagen_Q2_bc13_bc02_pass.bam	tech.review.gut	NCBI_genome_collection	V1-V9	ONT	minitax	NA	RandAln	D6331	0.001	2.4	F1	0.372093023255814	0.1%	Species
V1.V9_ONT_minitax_all_NCBI_genomes_RandAln_Q2_D6331	V1-V9_ONT_minitax_all_NCBI_genomes_RandAln_Q2_D6331	Q	Q2	2	NA	GUTMCM_minion_v1_9_20240606_20240607_qiagen_Q2_bc13_bc02_pass.bam	tech.review.gut	NCBI_genome_collection	V1-V9	ONT	minitax	NA	RandAln	D6331	0.01	24	F1	0.4	1%	Species
V1.V9_ONT_minitax_all_NCBI_genomes_RandAln_Q3_D6331	V1-V9_ONT_minitax_all_NCBI_genomes_RandAln_Q3_D6331	Q	Q3	3	NA	GUTMCM_minion_v1_9_20240606_20240607_qiagen_Q3_bc14_bc03_pass.bam	tech.review.gut	NCBI_genome_collection	V1-V9	ONT	minitax	NA	RandAln	D6331	1e-04	0.2424	F1	0.392156862745098	0.01%	Species
V1.V9_ONT_minitax_all_NCBI_genomes_RandAln_Q3_D6331	V1-V9_ONT_minitax_all_NCBI_genomes_RandAln_Q3_D6331	Q	Q3	3	NA	GUTMCM_minion_v1_9_20240606_20240607_qiagen_Q3_bc14_bc03_pass.bam	tech.review.gut	NCBI_genome_collection	V1-V9	ONT	minitax	NA	RandAln	D6331	0.001	2.424	F1	0.372093023255814	0.1%	Species
V1.V9_ONT_minitax_all_NCBI_genomes_RandAln_Q3_D6331	V1-V9_ONT_minitax_all_NCBI_genomes_RandAln_Q3_D6331	Q	Q3	3	NA	GUTMCM_minion_v1_9_20240606_20240607_qiagen_Q3_bc14_bc03_pass.bam	tech.review.gut	NCBI_genome_collection	V1-V9	ONT	minitax	NA	RandAln	D6331	0.01	24.24	F1	0.538461538461539	1%	Species
V1.V9_ONT_minitax_all_NCBI_genomes_RandAln_Z1_D6331	V1-V9_ONT_minitax_all_NCBI_genomes_RandAln_Z1_D6331	Z	Z1	1	NA	GUTMCM_minion_v1_9_20240516_zymo_Z1_bc01_pass.bam	tech.review.gut	NCBI_genome_collection	V1-V9	ONT	minitax	NA	RandAln	D6331	1e-04	45.9561	F1	0.392156862745098	0.01%	Species
V1.V9_ONT_minitax_all_NCBI_genomes_RandAln_Z1_D6331	V1-V9_ONT_minitax_all_NCBI_genomes_RandAln_Z1_D6331	Z	Z1	1	NA	GUTMCM_minion_v1_9_20240516_zymo_Z1_bc01_pass.bam	tech.review.gut	NCBI_genome_collection	V1-V9	ONT	minitax	NA	RandAln	D6331	0.001	459.561	F1	0.380952380952381	0.1%	Species
V1.V9_ONT_minitax_all_NCBI_genomes_RandAln_Z1_D6331	V1-V9_ONT_minitax_all_NCBI_genomes_RandAln_Z1_D6331	Z	Z1	1	NA	GUTMCM_minion_v1_9_20240516_zymo_Z1_bc01_pass.bam	tech.review.gut	NCBI_genome_collection	V1-V9	ONT	minitax	NA	RandAln	D6331	0.01	4595.61	F1	0.533333333333333	1%	Species
V1.V9_ONT_minitax_all_NCBI_genomes_RandAln_Z2_D6331	V1-V9_ONT_minitax_all_NCBI_genomes_RandAln_Z2_D6331	Z	Z2	2	NA	GUTMCM_minion_v1_9_20240516_zymo_Z2_bc02_pass.bam	tech.review.gut	NCBI_genome_collection	V1-V9	ONT	minitax	NA	RandAln	D6331	1e-04	46.7607	F1	0.392156862745098	0.01%	Species
V1.V9_ONT_minitax_all_NCBI_genomes_RandAln_Z2_D6331	V1-V9_ONT_minitax_all_NCBI_genomes_RandAln_Z2_D6331	Z	Z2	2	NA	GUTMCM_minion_v1_9_20240516_zymo_Z2_bc02_pass.bam	tech.review.gut	NCBI_genome_collection	V1-V9	ONT	minitax	NA	RandAln	D6331	0.001	467.607	F1	0.390243902439024	0.1%	Species
V1.V9_ONT_minitax_all_NCBI_genomes_RandAln_Z2_D6331	V1-V9_ONT_minitax_all_NCBI_genomes_RandAln_Z2_D6331	Z	Z2	2	NA	GUTMCM_minion_v1_9_20240516_zymo_Z2_bc02_pass.bam	tech.review.gut	NCBI_genome_collection	V1-V9	ONT	minitax	NA	RandAln	D6331	0.01	4676.07	F1	0.482758620689655	1%	Species
V1.V9_ONT_minitax_all_NCBI_genomes_RandAln_Z3_D6331	V1-V9_ONT_minitax_all_NCBI_genomes_RandAln_Z3_D6331	Z	Z3	3	NA	GUTMCM_minion_v1_9_20240516_zymo_Z3_bc03_pass.bam	tech.review.gut	NCBI_genome_collection	V1-V9	ONT	minitax	NA	RandAln	D6331	1e-04	42.8809	F1	0.392156862745098	0.01%	Species
V1.V9_ONT_minitax_all_NCBI_genomes_RandAln_Z3_D6331	V1-V9_ONT_minitax_all_NCBI_genomes_RandAln_Z3_D6331	Z	Z3	3	NA	GUTMCM_minion_v1_9_20240516_zymo_Z3_bc03_pass.bam	tech.review.gut	NCBI_genome_collection	V1-V9	ONT	minitax	NA	RandAln	D6331	0.001	428.809	F1	0.380952380952381	0.1%	Species
V1.V9_ONT_minitax_all_NCBI_genomes_RandAln_Z3_D6331	V1-V9_ONT_minitax_all_NCBI_genomes_RandAln_Z3_D6331	Z	Z3	3	NA	GUTMCM_minion_v1_9_20240516_zymo_Z3_bc03_pass.bam	tech.review.gut	NCBI_genome_collection	V1-V9	ONT	minitax	NA	RandAln	D6331	0.01	4288.09	F1	0.482758620689655	1%	Species
V1.V9_ONT_minitax_all_NCBI_genomes_RandAln_I1_D6331	V1-V9_ONT_minitax_all_NCBI_genomes_RandAln_I1_D6331	I	I1	1	NA	GUTMCM_minion_v1_9_20240606_invitrogen_I1_bc15_pass.bam	tech.review.gut	NCBI_genome_collection	V1-V9	ONT	minitax	NA	RandAln	D6331	1e-04	134.0354	F0.5	0.314685314685315	0.01%	Species
V1.V9_ONT_minitax_all_NCBI_genomes_RandAln_I1_D6331	V1-V9_ONT_minitax_all_NCBI_genomes_RandAln_I1_D6331	I	I1	1	NA	GUTMCM_minion_v1_9_20240606_invitrogen_I1_bc15_pass.bam	tech.review.gut	NCBI_genome_collection	V1-V9	ONT	minitax	NA	RandAln	D6331	0.001	1340.354	F0.5	0.421052631578947	0.1%	Species
V1.V9_ONT_minitax_all_NCBI_genomes_RandAln_I1_D6331	V1-V9_ONT_minitax_all_NCBI_genomes_RandAln_I1_D6331	I	I1	1	NA	GUTMCM_minion_v1_9_20240606_invitrogen_I1_bc15_pass.bam	tech.review.gut	NCBI_genome_collection	V1-V9	ONT	minitax	NA	RandAln	D6331	0.01	13403.54	F0.5	0.531914893617021	1%	Species
V1.V9_ONT_minitax_all_NCBI_genomes_RandAln_I2_D6331	V1-V9_ONT_minitax_all_NCBI_genomes_RandAln_I2_D6331	I	I2	2	NA	GUTMCM_minion_v1_9_20240606_invitrogen_I2_bc16_pass.bam	tech.review.gut	NCBI_genome_collection	V1-V9	ONT	minitax	NA	RandAln	D6331	1e-04	133.1545	F0.5	0.323741007194245	0.01%	Species
V1.V9_ONT_minitax_all_NCBI_genomes_RandAln_I2_D6331	V1-V9_ONT_minitax_all_NCBI_genomes_RandAln_I2_D6331	I	I2	2	NA	GUTMCM_minion_v1_9_20240606_invitrogen_I2_bc16_pass.bam	tech.review.gut	NCBI_genome_collection	V1-V9	ONT	minitax	NA	RandAln	D6331	0.001	1331.545	F0.5	0.43956043956044	0.1%	Species
V1.V9_ONT_minitax_all_NCBI_genomes_RandAln_I2_D6331	V1-V9_ONT_minitax_all_NCBI_genomes_RandAln_I2_D6331	I	I2	2	NA	GUTMCM_minion_v1_9_20240606_invitrogen_I2_bc16_pass.bam	tech.review.gut	NCBI_genome_collection	V1-V9	ONT	minitax	NA	RandAln	D6331	0.01	13315.45	F0.5	0.531914893617021	1%	Species
V1.V9_ONT_minitax_all_NCBI_genomes_RandAln_I3_D6331	V1-V9_ONT_minitax_all_NCBI_genomes_RandAln_I3_D6331	I	I3	3	NA	GUTMCM_minion_v1_9_20240606_invitrogen_I3_bc17_pass.bam	tech.review.gut	NCBI_genome_collection	V1-V9	ONT	minitax	NA	RandAln	D6331	1e-04	139.6491	F0.5	0.333333333333333	0.01%	Species
V1.V9_ONT_minitax_all_NCBI_genomes_RandAln_I3_D6331	V1-V9_ONT_minitax_all_NCBI_genomes_RandAln_I3_D6331	I	I3	3	NA	GUTMCM_minion_v1_9_20240606_invitrogen_I3_bc17_pass.bam	tech.review.gut	NCBI_genome_collection	V1-V9	ONT	minitax	NA	RandAln	D6331	0.001	1396.491	F0.5	0.43956043956044	0.1%	Species
V1.V9_ONT_minitax_all_NCBI_genomes_RandAln_I3_D6331	V1-V9_ONT_minitax_all_NCBI_genomes_RandAln_I3_D6331	I	I3	3	NA	GUTMCM_minion_v1_9_20240606_invitrogen_I3_bc17_pass.bam	tech.review.gut	NCBI_genome_collection	V1-V9	ONT	minitax	NA	RandAln	D6331	0.01	13964.91	F0.5	0.531914893617021	1%	Species
V1.V9_ONT_minitax_all_NCBI_genomes_RandAln_MN1_D6331	V1-V9_ONT_minitax_all_NCBI_genomes_RandAln_MN1_D6331	MN	MN1	1	NA	GUTMCM_minion_v1_9_20240606_macherey_nagel_MN1_bc09_pass.bam	tech.review.gut	NCBI_genome_collection	V1-V9	ONT	minitax	NA	RandAln	D6331	1e-04	149.7371	F0.5	0.314465408805031	0.01%	Species
V1.V9_ONT_minitax_all_NCBI_genomes_RandAln_MN1_D6331	V1-V9_ONT_minitax_all_NCBI_genomes_RandAln_MN1_D6331	MN	MN1	1	NA	GUTMCM_minion_v1_9_20240606_macherey_nagel_MN1_bc09_pass.bam	tech.review.gut	NCBI_genome_collection	V1-V9	ONT	minitax	NA	RandAln	D6331	0.001	1497.371	F0.5	0.354330708661417	0.1%	Species
