dummy	family	Toti_Illumina_V1_V2_minitax_BestAln_all_NCBI_genomes_I_1	Toti_Illumina_V1_V2_minitax_BestAln_all_NCBI_genomes_I_2	Toti_Illumina_V1_V2_minitax_BestAln_all_NCBI_genomes_I_3	Toti_Illumina_V1_V2_minitax_BestAln_all_NCBI_genomes_I_4	Toti_Illumina_V1_V2_minitax_BestAln_all_NCBI_genomes_MN_1	Toti_Illumina_V1_V2_minitax_BestAln_all_NCBI_genomes_MN_2	Toti_Illumina_V1_V2_minitax_BestAln_all_NCBI_genomes_MN_3	Toti_Illumina_V1_V2_minitax_BestAln_all_NCBI_genomes_MN_4	Toti_Illumina_V1_V2_minitax_BestAln_all_NCBI_genomes_Z_1	Toti_Illumina_V1_V2_minitax_BestAln_all_NCBI_genomes_Z_2	Toti_Illumina_V1_V2_minitax_BestAln_all_NCBI_genomes_Z_3	Toti_Illumina_V1_V2_minitax_BestAln_all_NCBI_genomes_Z_4	Toti_Illumina_V1_V3_minitax_BestAln_all_NCBI_genomes_I_1	Toti_Illumina_V1_V3_minitax_BestAln_all_NCBI_genomes_I_2	Toti_Illumina_V1_V3_minitax_BestAln_all_NCBI_genomes_I_3	Toti_Illumina_V1_V3_minitax_BestAln_all_NCBI_genomes_I_4	Toti_Illumina_V1_V3_minitax_BestAln_all_NCBI_genomes_MN_1	Toti_Illumina_V1_V3_minitax_BestAln_all_NCBI_genomes_MN_2	Toti_Illumina_V1_V3_minitax_BestAln_all_NCBI_genomes_MN_3	Toti_Illumina_V1_V3_minitax_BestAln_all_NCBI_genomes_MN_4	Toti_Illumina_V1_V3_minitax_BestAln_all_NCBI_genomes_Q_1	Toti_Illumina_V1_V3_minitax_BestAln_all_NCBI_genomes_Q_2	Toti_Illumina_V1_V3_minitax_BestAln_all_NCBI_genomes_Q_3	Toti_Illumina_V1_V3_minitax_BestAln_all_NCBI_genomes_Z_1	Toti_Illumina_V1_V3_minitax_BestAln_all_NCBI_genomes_Z_2	Toti_Illumina_V1_V3_minitax_BestAln_all_NCBI_genomes_Z_3	Toti_Illumina_V1_V3_minitax_BestAln_all_NCBI_genomes_Z_4	Toti_Illumina_V3_V4_minitax_BestAln_all_NCBI_genomes_I_1	Toti_Illumina_V3_V4_minitax_BestAln_all_NCBI_genomes_I_2	Toti_Illumina_V3_V4_minitax_BestAln_all_NCBI_genomes_I_3	Toti_Illumina_V3_V4_minitax_BestAln_all_NCBI_genomes_I_4	Toti_Illumina_V3_V4_minitax_BestAln_all_NCBI_genomes_MN_1	Toti_Illumina_V3_V4_minitax_BestAln_all_NCBI_genomes_MN_2	Toti_Illumina_V3_V4_minitax_BestAln_all_NCBI_genomes_MN_3	Toti_Illumina_V3_V4_minitax_BestAln_all_NCBI_genomes_MN_4	Toti_Illumina_V3_V4_minitax_BestAln_all_NCBI_genomes_Z_1	Toti_Illumina_V3_V4_minitax_BestAln_all_NCBI_genomes_Z_2	Toti_Illumina_V3_V4_minitax_BestAln_all_NCBI_genomes_Z_3	Toti_Illumina_V3_V4_minitax_BestAln_all_NCBI_genomes_Z_4	Toti_Illumina_WGS_minitax_BestAln_all_NCBI_genomes_I_1	Toti_Illumina_WGS_minitax_BestAln_all_NCBI_genomes_I_2	Toti_Illumina_WGS_minitax_BestAln_all_NCBI_genomes_I_3	Toti_Illumina_WGS_minitax_BestAln_all_NCBI_genomes_I_4	Toti_Illumina_WGS_minitax_BestAln_all_NCBI_genomes_MN_1	Toti_Illumina_WGS_minitax_BestAln_all_NCBI_genomes_MN_2	Toti_Illumina_WGS_minitax_BestAln_all_NCBI_genomes_MN_3	Toti_Illumina_WGS_minitax_BestAln_all_NCBI_genomes_MN_4	Toti_Illumina_WGS_minitax_BestAln_all_NCBI_genomes_Q_1	Toti_Illumina_WGS_minitax_BestAln_all_NCBI_genomes_Q_2	Toti_Illumina_WGS_minitax_BestAln_all_NCBI_genomes_Q_3	Toti_Illumina_WGS_minitax_BestAln_all_NCBI_genomes_Q_4	Toti_Illumina_WGS_minitax_BestAln_all_NCBI_genomes_Z_1	Toti_Illumina_WGS_minitax_BestAln_all_NCBI_genomes_Z_2	Toti_Illumina_WGS_minitax_BestAln_all_NCBI_genomes_Z_3	Toti_Illumina_WGS_minitax_BestAln_all_NCBI_genomes_Z_4	Toti_ONT_V1_V9_minitax_BestAln_all_NCBI_genomes_I_1	Toti_ONT_V1_V9_minitax_BestAln_all_NCBI_genomes_I_2	Toti_ONT_V1_V9_minitax_BestAln_all_NCBI_genomes_I_3	Toti_ONT_V1_V9_minitax_BestAln_all_NCBI_genomes_I_4	Toti_ONT_V1_V9_minitax_BestAln_all_NCBI_genomes_MN_1	Toti_ONT_V1_V9_minitax_BestAln_all_NCBI_genomes_MN_2	Toti_ONT_V1_V9_minitax_BestAln_all_NCBI_genomes_MN_3	Toti_ONT_V1_V9_minitax_BestAln_all_NCBI_genomes_MN_4	Toti_ONT_V1_V9_minitax_BestAln_all_NCBI_genomes_Z_1	Toti_ONT_V1_V9_minitax_BestAln_all_NCBI_genomes_Z_2	Toti_ONT_V1_V9_minitax_BestAln_all_NCBI_genomes_Z_3	Toti_ONT_V1_V9_minitax_BestAln_all_NCBI_genomes_Z_4	Toti_PacBio_V1_V9_minitax_BestAln_all_NCBI_genomes_I_1	Toti_PacBio_V1_V9_minitax_BestAln_all_NCBI_genomes_I_2	Toti_PacBio_V1_V9_minitax_BestAln_all_NCBI_genomes_I_3	Toti_PacBio_V1_V9_minitax_BestAln_all_NCBI_genomes_I_4	Toti_PacBio_V1_V9_minitax_BestAln_all_NCBI_genomes_MN_1	Toti_PacBio_V1_V9_minitax_BestAln_all_NCBI_genomes_MN_2	Toti_PacBio_V1_V9_minitax_BestAln_all_NCBI_genomes_MN_3	Toti_PacBio_V1_V9_minitax_BestAln_all_NCBI_genomes_MN_4	Toti_PacBio_V1_V9_minitax_BestAln_all_NCBI_genomes_Z_1	Toti_PacBio_V1_V9_minitax_BestAln_all_NCBI_genomes_Z_2	Toti_PacBio_V1_V9_minitax_BestAln_all_NCBI_genomes_Z_3	Toti_PacBio_V1_V9_minitax_BestAln_all_NCBI_genomes_Z_4
TRUE	Desulfobaccaceae	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2	0	1	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Desulfobacteraceae	0	0	0	0	0	0	0	0	0	1	0	0	16	1	7	0	10	9	0	7	7	11	0	3	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	25	65	22	24	60	30	29	20	31	26	26	31	58	52	53	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Desulfobulbaceae	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	47	84	81	36	98	42	44	48	2	5	3	13	72	71	43	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Desulfocapsaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	41	41	13	31	18	18	26	4	6	6	4	41	36	27	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Desulfococcaceae	0	0	0	0	0	0	0	0	0	0	0	0	2	0	4	0	6	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	1	0	1	3	0	1	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Desulfohalobiaceae	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	4	4	2	3	0	0	0	1	0	1	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Desulfolunaceae	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	9	6	2	11	8	12	2	1	0	0	1	14	17	14	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Desulfomicrobiaceae	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	11	7	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	53	40	21	78	18	28	33	6	3	7	8	48	32	32	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Desulfonatronaceae	0	0	0	0	1	0	0	0	0	0	0	0	5	0	3	0	7	4	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	8	6	3	14	9	4	4	1	0	1	1	2	3	6	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Desulfonatronovibrionaceae	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	7	2	2	2	2	1	3	3	3	6	10	7	8	10	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Desulfonauticaceae	0	0	1	0	0	0	4	2	0	0	0	0	4	0	10	0	13	2	0	15	2	1	1	0	1	5	0	0	0	0	0	1	1	0	0	0	0	0	0	6	6	6	5	3	6	1	2	3	1	1	2	4	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Desulfoplanaceae	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	7	4	6	6	0	7	5	0	0	0	0	7	3	0	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Desulfosudaceae	0	0	0	0	0	0	0	0	0	0	0	0	1	0	6	0	1	2	0	8	2	1	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	1	1	6	2	0	3	0	0	1	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Desulfotomaculaceae	38	20	47	22	64	25	58	37	19	16	21	49	26	2	28	0	42	29	0	44	12	9	4	9	2	10	1	1	1	0	1	0	0	1	1	1	0	0	0	65	129	72	53	125	100	66	75	10	12	25	15	140	111	108	74	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Desulfovibrionaceae	3	1	4	2	5	1	6	4	0	1	3	1	86	5	22	1	48	32	0	41	8	7	5	9	3	7	0	0	1	0	0	1	2	0	1	0	0	1	0	318	612	427	261	789	280	362	330	56	21	44	67	491	377	319	206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Desulfurellaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	10	9	3	4	8	4	3	4	5	2	8	3	3	7	7	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Desulfurobacteriaceae	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	1	2	0	0	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	1	0	2	3	0	1	2	4	2	3	3	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Desulfurococcaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	1	0	1	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Desulfuromonadaceae	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	5	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	52	105	72	45	122	51	48	51	8	4	11	7	82	60	58	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Dethiobacteraceae	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	1	0	0	1	1	4	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	2	3	2	0	4	1	3	3	1	0	1	1	6	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Dethiosulfovibrionaceae	0	0	0	0	0	0	1	0	0	0	0	1	0	0	2	0	3	2	0	0	2	4	3	3	0	5	0	2	2	0	1	0	0	1	0	0	0	2	0	5	5	4	8	10	8	5	4	1	0	1	2	9	5	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Devosiaceae	2	0	0	1	0	0	0	1	0	1	0	0	1	0	10	0	5	5	0	15	4	3	5	4	1	4	0	0	0	0	1	0	0	0	0	0	0	0	0	126	309	113	101	373	162	135	123	37	14	60	54	144	148	104	78	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TRUE	Dictyoglomaceae	0	0	0	0	0	0	0	0	0	0	0	0	5	0	3	0	7	5	0	26	1	3	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	14	24	22	20	17	21	10	13	10	6	8	1	8	10	9	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Dietziaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	2	0	0	2	2	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	36	69	43	34	104	41	37	50	23	17	51	87	67	48	48	28	5	3	14	4	0	6	6	6	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Dysgonomonadaceae	0	0	0	0	0	0	0	0	0	0	0	0	28	1	14	0	19	21	0	11	53	80	71	2	0	25	0	0	1	0	0	0	0	0	1	0	0	0	0	16	40	18	11	30	24	21	21	86	74	59	58	53	12	26	11	0	1	1	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
TRUE	Ectothiorhodospiraceae	2	0	2	1	1	2	2	3	0	0	0	2	6	0	6	0	1	3	0	4	4	0	0	1	1	3	0	0	0	0	0	1	0	1	0	0	0	0	0	78	180	109	74	198	99	75	107	16	9	10	23	160	102	89	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Eggerthellaceae	1624	1181	1811	1447	2618	1135	2175	1879	1437	1495	2325	2466	16781	1070	8021	27	29678	12700	15	9406	1870	9064	1810	2798	1768	3358	42	45	27	42	25	47	38	41	39	43	54	53	39	3244	7037	4859	3090	9518	3225	3226	3918	72	52	56	130	5306	3542	3168	1954	598	200	5290	4215	6	878	886	1967	298	78	11104	178	68	52	47	108	80	69	103	258	170	81	82	49
TRUE	Elusimicrobiaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	8	2	1	4	2	2	0	6	11	9	5	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Emcibacteraceae	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	2	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Endomicrobiaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	2	11	9	2	1	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	19	34	15	21	32	15	15	12	17	16	14	14	9	17	11	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Endozoicomonadaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	4	6	3	7	2	4	1	5	1	3	1	2	9	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Entamoebidae	0	0	0	1	0	0	4	0	1	1	0	3	13	0	23	1	55	33	0	52	39	31	21	6	4	28	1	3	2	1	2	8	19	4	11	2	4	3	5	166	327	180	136	166	142	112	90	136	126	155	159	55	74	67	34	9	4	27	10	1	163	136	75	0	6	22	2	0	0	0	0	0	0	0	1	0	0	0	0
TRUE	Enterobacteriaceae	12	9	13	11	12	15	11	17	30	31	41	40	42	4	29	0	39	26	0	31	39	39	10	6	7	16	0	8	3	4	4	1	4	5	2	17	26	21	16	662	1710	836	558	1255	985	561	577	391	372	422	636	2390	2078	1424	946	47	34	152	83	0	97	41	27	66	43	1029	20	2	0	1	2	0	0	0	6	16	9	7	7
TRUE	Enterococcaceae	197	95	186	190	216	60	159	121	22	10	30	38	66	5	41	1	68	35	0	44	3	6	1	7	8	13	0	6	6	9	6	13	10	15	7	7	11	8	23	623	1075	759	618	953	642	526	520	176	161	184	152	754	912	544	863	23	4	44	17	1	67	34	40	4	14	58	23	2	2	1	3	1	2	1	11	0	10	1	7
TRUE	Entomoplasmataceae	0	0	0	0	0	0	0	1	1	0	2	0	1	0	2	0	0	2	0	1	2	2	2	0	0	3	0	1	0	0	1	0	0	0	1	0	0	0	0	22	42	35	27	31	21	16	21	35	25	28	41	23	25	25	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Entophysalidaceae	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	3	4	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	2	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Erwiniaceae	0	0	0	0	0	0	0	0	0	0	0	5	6	0	1	0	5	6	0	3	2	3	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	11	61	149	81	76	165	75	53	66	77	67	98	90	165	186	117	874	4	1	3	2	0	1	2	2	1	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Erysipelotrichaceae	1461	950	1333	1484	1522	774	1302	1133	477	340	609	808	5290	148	4426	18	7263	3050	1	10796	1871	3335	1298	338	206	1497	22	1352	792	803	912	1230	951	723	706	463	475	541	746	7241	11870	8639	6789	10020	5781	4843	5219	2441	1137	3007	3239	5021	3601	3910	2900	891	200	1527	961	6	1213	562	700	59	34	2380	44	356	237	208	600	89	119	200	566	207	68	62	87
TRUE	Erythrobacteraceae	0	0	0	0	0	0	2	0	0	0	1	0	1	0	1	0	6	4	0	1	5	1	2	0	0	3	0	0	0	0	0	0	0	0	0	2	1	0	0	67	178	130	81	183	91	93	95	25	21	23	21	163	99	104	90	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
TRUE	Eubacteriaceae	248	132	202	187	294	182	299	207	118	100	166	156	717	51	576	4	776	449	1	961	370	558	212	99	94	412	4	41	20	18	26	31	39	23	21	18	40	28	50	9193	14699	9786	8347	12890	9110	7061	7028	1069	719	1263	1276	9447	11175	7853	8421	99	17	106	92	0	136	72	76	8	13	294	9	1	0	0	6	0	0	0	0	2	2	1	0
TRUE	Eubacteriales Family XIII. Incertae Sedis	13	4	16	23	20	6	17	21	8	16	8	15	86	5	68	0	93	56	0	120	14	7	2	16	7	19	0	4	1	1	2	1	0	1	0	1	1	2	1	162	264	148	139	276	134	146	139	31	24	26	26	123	100	98	57	5	4	6	6	0	4	2	4	0	0	11	0	0	0	0	0	0	0	0	0	1	0	0	0
TRUE	Ferrimonadaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	7	1	3	15	1	2	3	3	6	4	6	5	4	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Ferroplasmaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	4	0	3	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Ferrovaceae	0	0	0	0	0	0	0	0	0	0	0	2	3	2	7	0	6	1	0	1	27	20	5	0	1	9	0	0	1	0	0	0	0	0	0	0	0	0	0	6	24	10	11	6	7	5	11	28	17	30	13	13	11	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Fervidobacteriaceae	0	0	0	0	0	0	0	0	0	0	0	0	35	1	8	0	26	15	0	9	8	7	1	1	0	11	0	1	0	0	0	1	0	0	1	0	0	0	0	43	49	34	30	47	36	37	29	14	15	12	13	13	24	11	18	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Fibrobacteraceae	1	1	3	0	2	0	0	0	1	0	2	3	9	2	1	0	15	17	0	2	2	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	158	236	196	127	329	162	113	120	41	20	27	37	153	148	125	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Filifactoraceae	0	0	2	2	1	0	1	1	5	1	2	2	218	14	115	1	279	232	0	133	74	53	14	23	11	29	0	1	0	0	2	2	2	2	0	0	0	0	0	230	406	238	219	315	261	186	150	81	80	84	61	234	181	147	148	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Fimbriimonadaceae	0	0	0	0	1	0	0	0	0	0	0	0	1	0	2	0	0	2	0	1	1	1	0	1	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	1	1	0	0	0	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Flammeovirgaceae	0	0	0	0	0	0	0	0	0	0	0	0	6	1	2	0	3	2	0	4	0	4	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	46	62	49	31	51	42	39	39	9	12	11	12	32	56	24	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Flavobacteriaceae	2	0	3	0	2	1	4	2	5	1	1	4	220	11	99	1	185	154	0	190	360	412	191	34	8	110	0	4	1	2	0	1	5	3	1	3	3	5	9	1085	2059	1313	989	1388	1054	895	796	1308	1077	1174	998	1175	885	870	678	3	0	6	7	0	6	5	5	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Flectobacillaceae	0	0	1	1	2	0	2	1	1	3	0	0	23	0	0	0	19	18	0	1	34	9	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	21	10	9	15	8	4	10	20	16	19	13	10	3	9	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Flexibacteraceae	0	0	0	0	0	0	0	0	0	0	0	0	3	0	3	0	5	1	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3	0	0	0	2	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Flexistipitaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	2	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	5	3	3	1	0	0	0	1	1	0	2	2	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Fodinicurvataceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	7	7	11	17	7	8	10	0	0	1	0	9	7	4	14	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Fortieaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	1	1	0	0	0	0	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Francisellaceae	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	1	1	2	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	7	2	2	5	2	2	3	7	4	3	4	3	3	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Frankiaceae	0	0	0	0	0	0	2	1	0	0	0	0	3	0	1	0	1	1	0	3	1	2	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	43	99	58	47	107	49	79	42	173	107	295	643	74	66	54	94	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Fulvivirgaceae	0	0	0	0	0	1	0	1	0	0	0	5	14	2	6	0	5	8	0	4	7	3	2	1	0	2	0	0	0	0	0	0	2	0	0	0	0	0	3	2	6	6	1	5	1	1	2	15	3	5	4	4	5	5	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Fusobacteriaceae	1216	1243	1481	1232	1148	1173	2184	803	2679	1845	3459	2850	4119	414	5579	12	4859	5421	0	5689	78829	78837	22434	3223	2592	15728	69	3210	3587	2804	2629	2648	4926	3983	2017	5830	6644	6363	6277	10895	37176	18829	11897	11457	16804	11552	6443	53056	46774	50111	28905	18033	16396	21302	5924	1336	904	12997	8010	9	6507	4353	3628	3778	1060	115725	1933	116	326	212	472	41	193	250	480	3195	1352	1908	912
TRUE	Gallaecimonadaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	9	2	1	11	6	4	4	7	0	7	7	15	7	17	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Gallionellaceae	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	1	3	0	0	13	21	7	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	7	15	8	4	10	9	4	2	16	20	14	22	10	10	12	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
