tax.identity	sample	count	superkingdom	phylum	class	order	family	genus	species
Alteribacillus bidgolensis	sample_37	8	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Alteribacillus	Alteribacillus bidgolensis
Alteribacillus iranensis	sample_37	12	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Alteribacillus	Alteribacillus iranensis
Alteribacillus persepolensis	sample_37	16	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Alteribacillus	Alteribacillus persepolensis
Alteripontixanthobacter maritimus	sample_37	3	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	Alteripontixanthobacter	Alteripontixanthobacter maritimus
Alteriqipengyuania lutimaris	sample_37	2	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	Alteriqipengyuania	Alteriqipengyuania lutimaris
Alteromonadaceae bacterium	sample_37	5	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	NA	Alteromonadaceae bacterium
Alteromonadales bacterium TW-7	sample_37	1	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	NA	NA	Alteromonadales bacterium TW-7
Alteromonadales bacterium alter-6D02	sample_37	1	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	NA	NA	Alteromonadales bacterium alter-6D02
Alteromonas aestuariivivens	sample_37	1	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Alteromonas	Alteromonas aestuariivivens
Alteromonas australica	sample_37	6	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Alteromonas	Alteromonas australica
Alteromonas confluentis	sample_37	2	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Alteromonas	Alteromonas confluentis
Alteromonas gracilis	sample_37	1	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Alteromonas	Alteromonas gracilis
Alteromonas lipolytica	sample_37	1	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Alteromonas	Alteromonas lipolytica
Alteromonas marina	sample_37	3	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Alteromonas	Alteromonas marina
Alteromonas mediterranea	sample_37	3	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Alteromonas	Alteromonas mediterranea
Alteromonas pelagimontana	sample_37	1	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Alteromonas	Alteromonas pelagimontana
Alteromonas sp. I10	sample_37	6	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Alteromonas	Alteromonas sp. I10
Alteromonas sp. MB-3u-76	sample_37	1	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Alteromonas	Alteromonas sp. MB-3u-76
Alteromonas sp. Mex14	sample_37	1	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Alteromonas	Alteromonas sp. Mex14
Altibacter sp.	sample_37	10	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Altibacter	Altibacter sp.
Alysiella crassa	sample_37	1	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Alysiella	Alysiella crassa
Alysiella filiformis	sample_37	1	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Alysiella	Alysiella filiformis
Amantichitinum ursilacus	sample_37	4	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Amantichitinum	Amantichitinum ursilacus
Amedibacillus dolichus	sample_37	151	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Amedibacillus	Amedibacillus dolichus
Aminobacter aminovorans	sample_37	6	Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Phyllobacteriaceae	Aminobacter	Aminobacter aminovorans
Aminobacter sp. AP02	sample_37	3	Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Phyllobacteriaceae	Aminobacter	Aminobacter sp. AP02
Aminobacter sp. DSM 101952	sample_37	3	Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Phyllobacteriaceae	Aminobacter	Aminobacter sp. DSM 101952
Aminobacterium colombiense	sample_37	1	Bacteria	Synergistetes	Synergistia	Synergistales	Synergistaceae	Aminobacterium	Aminobacterium colombiense
Aminomonas paucivorans	sample_37	6	Bacteria	Synergistetes	Synergistia	Synergistales	Synergistaceae	Aminomonas	Aminomonas paucivorans
Amnibacterium flavum	sample_37	1	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Microbacteriaceae	Amnibacterium	Amnibacterium flavum
Amphibacillus marinus	sample_37	10	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Amphibacillus	Amphibacillus marinus
Amphibacillus xylanus	sample_37	26	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Amphibacillus	Amphibacillus xylanus
Amphiplicatus metriothermophilus	sample_37	6	Bacteria	Proteobacteria	Alphaproteobacteria	Parvularculales	Parvularculaceae	Amphiplicatus	Amphiplicatus metriothermophilus
Amphritea atlantica	sample_37	1	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	Amphritea	Amphritea atlantica
Amycolatopsis alba	sample_37	2	Bacteria	Actinobacteria	Actinomycetia	Pseudonocardiales	Pseudonocardiaceae	Amycolatopsis	Amycolatopsis alba
Amycolatopsis albispora	sample_37	8	Bacteria	Actinobacteria	Actinomycetia	Pseudonocardiales	Pseudonocardiaceae	Amycolatopsis	Amycolatopsis albispora
Amycolatopsis antarctica	sample_37	4	Bacteria	Actinobacteria	Actinomycetia	Pseudonocardiales	Pseudonocardiaceae	Amycolatopsis	Amycolatopsis antarctica
Amycolatopsis arida	sample_37	3	Bacteria	Actinobacteria	Actinomycetia	Pseudonocardiales	Pseudonocardiaceae	Amycolatopsis	Amycolatopsis arida
Amycolatopsis australiensis	sample_37	5	Bacteria	Actinobacteria	Actinomycetia	Pseudonocardiales	Pseudonocardiaceae	Amycolatopsis	Amycolatopsis australiensis
Amycolatopsis azurea	sample_37	2	Bacteria	Actinobacteria	Actinomycetia	Pseudonocardiales	Pseudonocardiaceae	Amycolatopsis	Amycolatopsis azurea
Amycolatopsis coloradensis	sample_37	2	Bacteria	Actinobacteria	Actinomycetia	Pseudonocardiales	Pseudonocardiaceae	Amycolatopsis	Amycolatopsis coloradensis
Amycolatopsis decaplanina	sample_37	1	Bacteria	Actinobacteria	Actinomycetia	Pseudonocardiales	Pseudonocardiaceae	Amycolatopsis	Amycolatopsis decaplanina
Amycolatopsis keratiniphila	sample_37	1	Bacteria	Actinobacteria	Actinomycetia	Pseudonocardiales	Pseudonocardiaceae	Amycolatopsis	Amycolatopsis keratiniphila
Amycolatopsis lurida	sample_37	1	Bacteria	Actinobacteria	Actinomycetia	Pseudonocardiales	Pseudonocardiaceae	Amycolatopsis	Amycolatopsis lurida
Amycolatopsis marina	sample_37	6	Bacteria	Actinobacteria	Actinomycetia	Pseudonocardiales	Pseudonocardiaceae	Amycolatopsis	Amycolatopsis marina
Amycolatopsis mediterranei	sample_37	4	Bacteria	Actinobacteria	Actinomycetia	Pseudonocardiales	Pseudonocardiaceae	Amycolatopsis	Amycolatopsis mediterranei
Amycolatopsis methanolica	sample_37	6	Bacteria	Actinobacteria	Actinomycetia	Pseudonocardiales	Pseudonocardiaceae	Amycolatopsis	Amycolatopsis methanolica
Amycolatopsis pretoriensis	sample_37	3	Bacteria	Actinobacteria	Actinomycetia	Pseudonocardiales	Pseudonocardiaceae	Amycolatopsis	Amycolatopsis pretoriensis
Amycolatopsis regifaucium	sample_37	5	Bacteria	Actinobacteria	Actinomycetia	Pseudonocardiales	Pseudonocardiaceae	Amycolatopsis	Amycolatopsis regifaucium
Amycolatopsis rifamycinica	sample_37	4	Bacteria	Actinobacteria	Actinomycetia	Pseudonocardiales	Pseudonocardiaceae	Amycolatopsis	Amycolatopsis rifamycinica
Amycolatopsis saalfeldensis	sample_37	3	Bacteria	Actinobacteria	Actinomycetia	Pseudonocardiales	Pseudonocardiaceae	Amycolatopsis	Amycolatopsis saalfeldensis
Amycolatopsis sp. AA4	sample_37	5	Bacteria	Actinobacteria	Actinomycetia	Pseudonocardiales	Pseudonocardiaceae	Amycolatopsis	Amycolatopsis sp. AA4
Amycolatopsis sp. BJA-103	sample_37	2	Bacteria	Actinobacteria	Actinomycetia	Pseudonocardiales	Pseudonocardiaceae	Amycolatopsis	Amycolatopsis sp. BJA-103
Amycolatopsis sp. KNN50.9b	sample_37	5	Bacteria	Actinobacteria	Actinomycetia	Pseudonocardiales	Pseudonocardiaceae	Amycolatopsis	Amycolatopsis sp. KNN50.9b
Amycolatopsis sulphurea	sample_37	3	Bacteria	Actinobacteria	Actinomycetia	Pseudonocardiales	Pseudonocardiaceae	Amycolatopsis	Amycolatopsis sulphurea
Amycolatopsis thailandensis	sample_37	2	Bacteria	Actinobacteria	Actinomycetia	Pseudonocardiales	Pseudonocardiaceae	Amycolatopsis	Amycolatopsis thailandensis
Amycolatopsis tolypomycina	sample_37	1	Bacteria	Actinobacteria	Actinomycetia	Pseudonocardiales	Pseudonocardiaceae	Amycolatopsis	Amycolatopsis tolypomycina
Amycolatopsis vancoresmycina	sample_37	2	Bacteria	Actinobacteria	Actinomycetia	Pseudonocardiales	Pseudonocardiaceae	Amycolatopsis	Amycolatopsis vancoresmycina
Amycolatopsis vastitatis	sample_37	2	Bacteria	Actinobacteria	Actinomycetia	Pseudonocardiales	Pseudonocardiaceae	Amycolatopsis	Amycolatopsis vastitatis
Amycolatopsis xylanica	sample_37	3	Bacteria	Actinobacteria	Actinomycetia	Pseudonocardiales	Pseudonocardiaceae	Amycolatopsis	Amycolatopsis xylanica
Amylibacter cionae	sample_37	1	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Amylibacter	Amylibacter cionae
Amylolactobacillus amylophilus	sample_37	41	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Amylolactobacillus	Amylolactobacillus amylophilus
Anabaena cylindrica	sample_37	17	Bacteria	Cyanobacteria	NA	Nostocales	Nostocaceae	Anabaena	Anabaena cylindrica
Anabaena sp. 90	sample_37	2	Bacteria	Cyanobacteria	NA	Nostocales	Nostocaceae	Anabaena	Anabaena sp. 90
Anabaena sp. AL09	sample_37	1	Bacteria	Cyanobacteria	NA	Nostocales	Nostocaceae	Anabaena	Anabaena sp. AL09
Anabaena sp. CRKS33	sample_37	2	Bacteria	Cyanobacteria	NA	Nostocales	Nostocaceae	Anabaena	Anabaena sp. CRKS33
Anabaena sp. LE011-02	sample_37	4	Bacteria	Cyanobacteria	NA	Nostocales	Nostocaceae	Anabaena	Anabaena sp. LE011-02
Anabaena sp. MDT14b	sample_37	17	Bacteria	Cyanobacteria	NA	Nostocales	Nostocaceae	Anabaena	Anabaena sp. MDT14b
Anabaena sp. UBA12330	sample_37	3	Bacteria	Cyanobacteria	NA	Nostocales	Nostocaceae	Anabaena	Anabaena sp. UBA12330
Anabaena sp. WA113	sample_37	3	Bacteria	Cyanobacteria	NA	Nostocales	Nostocaceae	Anabaena	Anabaena sp. WA113
Anaerobacillus alkalidiazotrophicus	sample_37	6	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Anaerobacillus	Anaerobacillus alkalidiazotrophicus
Anaerobacillus alkalilacustris	sample_37	4	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Anaerobacillus	Anaerobacillus alkalilacustris
Anaerobium acetethylicum	sample_37	368	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Anaerobium	Anaerobium acetethylicum
Anaerobranca californiensis	sample_37	1861	Bacteria	Firmicutes	Clostridia	Eubacteriales	Proteinivoraceae	Anaerobranca	Anaerobranca californiensis
Anaerobutyricum hallii	sample_37	2674	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Anaerobutyricum	Anaerobutyricum hallii
Anaerococcus hydrogenalis	sample_37	45	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Anaerococcus	Anaerococcus hydrogenalis
Anaerococcus lactolyticus	sample_37	14	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Anaerococcus	Anaerococcus lactolyticus
Anaerococcus nagyae	sample_37	11	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Anaerococcus	Anaerococcus nagyae
Anaerococcus octavius	sample_37	16	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Anaerococcus	Anaerococcus octavius
Anaerococcus prevotii	sample_37	40	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Anaerococcus	Anaerococcus prevotii
Anaerococcus sp. HMSC065G05	sample_37	20	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Anaerococcus	Anaerococcus sp. HMSC065G05
Anaerococcus sp. HMSC068A02	sample_37	16	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Anaerococcus	Anaerococcus sp. HMSC068A02
Anaerococcus sp. HMSC075B03	sample_37	32	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Anaerococcus	Anaerococcus sp. HMSC075B03
Anaerococcus tetradius	sample_37	37	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Anaerococcus	Anaerococcus tetradius
Anaerococcus vaginalis	sample_37	3	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Anaerococcus	Anaerococcus vaginalis
Anaerocolumna aminovalerica	sample_37	259	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Anaerocolumna	Anaerocolumna aminovalerica
Anaerocolumna xylanovorans	sample_37	250	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Anaerocolumna	Anaerocolumna xylanovorans
Anaerofustis stercorihominis	sample_37	267	Bacteria	Firmicutes	Clostridia	Eubacteriales	Eubacteriaceae	Anaerofustis	Anaerofustis stercorihominis
Anaeroglobus geminatus	sample_37	10	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Anaeroglobus	Anaeroglobus geminatus
Anaerolinea thermophila	sample_37	5	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Anaerolinea	Anaerolinea thermophila
Anaerolineaceae bacterium	sample_37	13	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	NA	Anaerolineaceae bacterium
Anaerolineaceae bacterium oral taxon 439	sample_37	26	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	NA	Anaerolineaceae bacterium oral taxon 439
Anaerolineae bacterium	sample_37	6	Bacteria	Chloroflexi	Anaerolineae	NA	NA	NA	Anaerolineae bacterium
Anaerolineae bacterium CG2_30_57_67	sample_37	1	Bacteria	Chloroflexi	Anaerolineae	NA	NA	NA	Anaerolineae bacterium CG2_30_57_67
Anaeromicrobium sediminis	sample_37	88	Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Anaeromicrobium	Anaeromicrobium sediminis
Anaeromyxobacter dehalogenans	sample_37	15	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Anaeromyxobacteraceae	Anaeromyxobacter	Anaeromyxobacter dehalogenans
Anaeromyxobacter sp. Fw109-5	sample_37	9	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Anaeromyxobacteraceae	Anaeromyxobacter	Anaeromyxobacter sp. Fw109-5
Anaeromyxobacter sp. K	sample_37	4	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Anaeromyxobacteraceae	Anaeromyxobacter	Anaeromyxobacter sp. K
Anaerosphaera aminiphila	sample_37	24	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Anaerosphaera	Anaerosphaera aminiphila
Anaerosphaera sp. HMSC064C01	sample_37	11	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Anaerosphaera	Anaerosphaera sp. HMSC064C01
Anaerosporobacter mobilis	sample_37	163	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Anaerosporobacter	Anaerosporobacter mobilis
Anaerosporomusa subterranea	sample_37	4	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Sporomusaceae	Anaerosporomusa	Anaerosporomusa subterranea
Anaerostipes sp. 494a	sample_37	362	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Anaerostipes	Anaerostipes sp. 494a
Anaerostipes sp. 992a	sample_37	300	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Anaerostipes	Anaerostipes sp. 992a
Anaerostipes sp. AF04-45	sample_37	2160	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Anaerostipes	Anaerostipes sp. AF04-45
Anaerostipes sp. CAG:276	sample_37	3417	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Anaerostipes	Anaerostipes sp. CAG:276
Anaerotignum lactatifermentans	sample_37	5249	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Anaerotignum	Anaerotignum lactatifermentans
Anaerotignum neopropionicum	sample_37	165	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Anaerotignum	Anaerotignum neopropionicum
Anaerotignum propionicum	sample_37	64	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Anaerotignum	Anaerotignum propionicum
Anaerotruncus colihominis	sample_37	1003	Bacteria	Firmicutes	Clostridia	Eubacteriales	Oscillospiraceae	Anaerotruncus	Anaerotruncus colihominis
Anaerotruncus sp. CAG:528	sample_37	43	Bacteria	Firmicutes	Clostridia	Eubacteriales	Oscillospiraceae	Anaerotruncus	Anaerotruncus sp. CAG:528
Anaerotruncus sp. G3(2012)	sample_37	209	Bacteria	Firmicutes	Clostridia	Eubacteriales	Oscillospiraceae	Anaerotruncus	Anaerotruncus sp. G3(2012)
Anaerovibrio lipolyticus	sample_37	10227	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	Anaerovibrio	Anaerovibrio lipolyticus
Anaerovibrio sp. JC8	sample_37	86	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Selenomonadaceae	Anaerovibrio	Anaerovibrio sp. JC8
Anaerovirgula multivorans	sample_37	419	Bacteria	Firmicutes	Clostridia	Eubacteriales	NA	Anaerovirgula	Anaerovirgula multivorans
Ancrocorticia populi	sample_37	2	Bacteria	Actinobacteria	Actinomycetia	Actinomycetales	Actinomycetaceae	Ancrocorticia	Ancrocorticia populi
Ancylobacter rudongensis	sample_37	6	Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Xanthobacteraceae	Ancylobacter	Ancylobacter rudongensis
Anditalea andensis	sample_37	2	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Anditalea	Anditalea andensis
Andreesenia angusta	sample_37	36	Bacteria	Firmicutes	Tissierellia	Tissierellales	Gottschalkiaceae	Andreesenia	Andreesenia angusta
Andreprevotia lacus	sample_37	1	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Chromobacteriaceae	Andreprevotia	Andreprevotia lacus
Aneurinibacillus aneurinilyticus	sample_37	13	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Aneurinibacillus	Aneurinibacillus aneurinilyticus
Aneurinibacillus migulanus	sample_37	13	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Aneurinibacillus	Aneurinibacillus migulanus
Aneurinibacillus soli	sample_37	17	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Aneurinibacillus	Aneurinibacillus soli
Aneurinibacillus sp. XH2	sample_37	9	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Aneurinibacillus	Aneurinibacillus sp. XH2
Aneurinibacillus thermoaerophilus	sample_37	3	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Aneurinibacillus	Aneurinibacillus thermoaerophilus
Angustibacter sp. Root456	sample_37	1	Bacteria	Actinobacteria	Actinomycetia	Kineosporiales	Kineosporiaceae	Angustibacter	Angustibacter sp. Root456
Anoxybacillus amylolyticus	sample_37	6	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Anoxybacillus	Anoxybacillus amylolyticus
Anoxybacillus ayderensis	sample_37	4	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Anoxybacillus	Anoxybacillus ayderensis
Anoxybacillus flavithermus	sample_37	11	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Anoxybacillus	Anoxybacillus flavithermus
Anoxybacillus gonensis	sample_37	1	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Anoxybacillus	Anoxybacillus gonensis
Anoxybacillus kamchatkensis	sample_37	3	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Anoxybacillus	Anoxybacillus kamchatkensis
Anoxybacillus karvacharensis	sample_37	7	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Anoxybacillus	Anoxybacillus karvacharensis
Anoxybacillus pushchinoensis	sample_37	1	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Anoxybacillus	Anoxybacillus pushchinoensis
Anoxybacillus sp. B2M1	sample_37	1	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Anoxybacillus	Anoxybacillus sp. B2M1
Anoxybacillus sp. B7M1	sample_37	4	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Anoxybacillus	Anoxybacillus sp. B7M1
Anoxybacillus sp. P3H1B	sample_37	6	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Anoxybacillus	Anoxybacillus sp. P3H1B
Anoxybacillus sp. UARK-01	sample_37	3	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Anoxybacillus	Anoxybacillus sp. UARK-01
Anoxybacillus suryakundensis	sample_37	1	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Anoxybacillus	Anoxybacillus suryakundensis
Anoxybacillus thermarum	sample_37	2	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Anoxybacillus	Anoxybacillus thermarum
Anoxybacillus vitaminiphilus	sample_37	5	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Anoxybacillus	Anoxybacillus vitaminiphilus
Antarctobacter heliothermus	sample_37	2	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Antarctobacter	Antarctobacter heliothermus
Antricoccus suffuscus	sample_37	5	Bacteria	Actinobacteria	Actinomycetia	Geodermatophilales	Antricoccaceae	Antricoccus	Antricoccus suffuscus
Aphanizomenon flos-aquae	sample_37	3	Bacteria	Cyanobacteria	NA	Nostocales	Aphanizomenonaceae	Aphanizomenon	Aphanizomenon flos-aquae
Aphanocapsa montana	sample_37	3	Bacteria	Cyanobacteria	NA	Synechococcales	Merismopediaceae	Aphanocapsa	Aphanocapsa montana
Aphanothece hegewaldii	sample_37	7	Bacteria	Cyanobacteria	NA	Chroococcales	Aphanothecaceae	Aphanothece	Aphanothece hegewaldii
Aphanothece minutissima	sample_37	3	Bacteria	Cyanobacteria	NA	Chroococcales	Aphanothecaceae	Aphanothece	Aphanothece minutissima
Apibacter mensalis	sample_37	3	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Weeksellaceae	Apibacter	Apibacter mensalis
Apilactobacillus apinorum	sample_37	4	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Apilactobacillus	Apilactobacillus apinorum
Apilactobacillus kunkeei	sample_37	10	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Apilactobacillus	Apilactobacillus kunkeei
Apilactobacillus micheneri	sample_37	16	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Apilactobacillus	Apilactobacillus micheneri
Apilactobacillus ozensis	sample_37	11	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Apilactobacillus	Apilactobacillus ozensis
Aquabacterium sp. NJ1	sample_37	3	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	NA	Aquabacterium	Aquabacterium sp. NJ1
Aquamicrobium aerolatum	sample_37	6	Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Phyllobacteriaceae	Aquamicrobium	Aquamicrobium aerolatum
Aquamicrobium defluvii	sample_37	7	Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Phyllobacteriaceae	Aquamicrobium	Aquamicrobium defluvii
Aquaspirillum sp. LM1	sample_37	4	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Chromobacteriaceae	Aquaspirillum	Aquaspirillum sp. LM1
Aquibium oceanicum	sample_37	6	Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Phyllobacteriaceae	Aquibium	Aquibium oceanicum
Aquiflexum balticum	sample_37	5	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cyclobacteriaceae	Aquiflexum	Aquiflexum balticum
Aquimarina aggregata	sample_37	1	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Aquimarina	Aquimarina aggregata
Aquimarina atlantica	sample_37	8	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Aquimarina	Aquimarina atlantica
Aquimarina sp. AD1	sample_37	4	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Aquimarina	Aquimarina sp. AD1
Aquimarina sp. AD10	sample_37	3	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Aquimarina	Aquimarina sp. AD10
Aquimarina sp. BL5	sample_37	15	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Aquimarina	Aquimarina sp. BL5
Aquimarina sp. MAR_2010_214	sample_37	7	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Aquimarina	Aquimarina sp. MAR_2010_214
Aquimarina spongiae	sample_37	8	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Aquimarina	Aquimarina spongiae
Aquimixticola soesokkakensis	sample_37	2	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Aquimixticola	Aquimixticola soesokkakensis
Aquimonas voraii	sample_37	6	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Aquimonas	Aquimonas voraii
Aquirhabdus parva	sample_37	8	Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Aquirhabdus	Aquirhabdus parva
Aquirufa nivalisilvae	sample_37	6	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Aquirufa	Aquirufa nivalisilvae
Aquisalimonas asiatica	sample_37	5	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae	Aquisalimonas	Aquisalimonas asiatica
Aquitalea magnusonii	sample_37	8	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Chromobacteriaceae	Aquitalea	Aquitalea magnusonii
