dummy	genus	CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_17	CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_37	CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_57	CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_1	CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_10	CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_15	CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_20	CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_25	CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_30	CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_35	CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_5	CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_55	CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_60	CAMISIM_MG_PacBio_minitax_all_NCBI_genomes_BestAln_CAMISIM_MG_PacBio_minitax_all_NCBI_genomes_BestAln_sample_1	CAMISIM_MG_PacBio_minitax_all_NCBI_genomes_BestAln_CAMISIM_MG_PacBio_minitax_all_NCBI_genomes_BestAln_sample_10	CAMISIM_MG_PacBio_minitax_all_NCBI_genomes_BestAln_CAMISIM_MG_PacBio_minitax_all_NCBI_genomes_BestAln_sample_15	CAMISIM_MG_PacBio_minitax_all_NCBI_genomes_BestAln_CAMISIM_MG_PacBio_minitax_all_NCBI_genomes_BestAln_sample_20	CAMISIM_MG_PacBio_minitax_all_NCBI_genomes_BestAln_CAMISIM_MG_PacBio_minitax_all_NCBI_genomes_BestAln_sample_25	CAMISIM_MG_PacBio_minitax_all_NCBI_genomes_BestAln_CAMISIM_MG_PacBio_minitax_all_NCBI_genomes_BestAln_sample_30	CAMISIM_MG_PacBio_minitax_all_NCBI_genomes_BestAln_CAMISIM_MG_PacBio_minitax_all_NCBI_genomes_BestAln_sample_35	CAMISIM_MG_PacBio_minitax_all_NCBI_genomes_BestAln_CAMISIM_MG_PacBio_minitax_all_NCBI_genomes_BestAln_sample_40	CAMISIM_MG_PacBio_minitax_all_NCBI_genomes_BestAln_CAMISIM_MG_PacBio_minitax_all_NCBI_genomes_BestAln_sample_5	CAMISIM_MG_PacBio_minitax_all_NCBI_genomes_BestAln_CAMISIM_MG_PacBio_minitax_all_NCBI_genomes_BestAln_sample_50	CAMISIM_MG_PacBio_minitax_all_NCBI_genomes_BestAln_CAMISIM_MG_PacBio_minitax_all_NCBI_genomes_BestAln_sample_55	CAMISIM_MG_PacBio_minitax_all_NCBI_genomes_BestAln_CAMISIM_MG_PacBio_minitax_all_NCBI_genomes_BestAln_sample_60	sample_1	sample_10	sample_15	sample_17	sample_20	sample_25	sample_30	sample_35	sample_37	sample_40	sample_5	sample_50	sample_55	sample_57	sample_60
TRUE	Capnocytophaga	249	175	329	232	81	169	146	1000	341	182	208	147	502	30	2	4	8	40	6	5	17	5	7	2	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Carbonactinospora	21	2	3	10	33	4	17	9	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Carboxydocella	3	19	3	28	10	17	14	11	13	4	9	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Carboxydothermus	19	13	7	18	37	27	44	17	13	0	5	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Cardiobacterium	7	2	1	20	9	7	15	3	5	3	37	0	6	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Carnobacterium	146	83	38	98	10117	467	183	3091	65	255	115	150	85	0	941	6	2	295	1	7	7	1	0	0	1	0	6	0	0	0	4	0	0	0	0	0	0	0	0	0
TRUE	Caryophanon	6	1	5	4	35	15	7	5	1	0	8	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Castellaniella	7	3	9	1	55	11	19	18	3	0	3	1	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Catalinimonas	8	4	14	1	11	5	1	12	4	33	6	3	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Catellicoccus	10	9	7	6	205	51	11	23	5	3	2	4	13	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Catenibacterium	499	283	322	799	234	237823	1573	1319	381	192	426	1240	3307	16	6	26854	79	127	36	22	133	37	217	194	455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Catenovulum	20	2	6	5	0	6	9	10	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Catenulispora	11	3	8	2	52	7	10	20	3	5	2	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Catonella	317	8888	5392	12723	206	220	176	74290	196	11593	5316	4267	4566	1262	1	4	2	7423	2	1157	300	506	1	384	460	8	0	0	0	0	43	0	6	15	2	4	0	4	9	3
TRUE	Caulobacter	177	66	99	76	289	165	151	182	25	33	209	12	52	0	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Caviibacterium	1	3	1	1	0	0	0	5	4	0	5	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Cecembia	7	5	3	1	2	4	6	6	0	2	10	7	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Cedecea	14	21	5	10	18	5	36	13	8	2	35	10	8	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Celeribacter	73	12	53	3	29	74	39	55	13	4	128	1	25	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Cellulomonas	61	42	30	25	263	97	140	144	37	28	31	13	53	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Cellulophaga	149	46	22	186	80	67	152	41	53	18	25	30	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Cellulosilyticum	7247	120	6	76	40	298	53903	10757	8972	9	4417	26	9	0	0	16	5325	1055	880	0	0	436	0	0	0	0	0	0	9	22	4	4	0	0	0	3	0	0	0	0
TRUE	Cellulosimicrobium	5	4	1	6	22	3	6	18	3	4	2	0	5	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Cellvibrio	20	7	14	1	28	18	7	19	16	4	43	5	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Centipeda	11	16	13	10	10	1	28	28	22	2	12	2	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Cereibacter	21	15	40	11	106	25	61	64	17	6	54	4	30	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Cetobacterium	24	88	7	63	42	90	55	40	65	9	17	14	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Chamaesiphon	1	0	8	1	0	1	1	3	3	0	7	2	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Chania	2	2	2	4	4	1	1	2	0	0	2	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Chelativorans	6	2	10	0	5	8	16	4	6	2	14	0	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Chelatococcus	7	9	19	3	19	1	22	38	10	5	26	0	9	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Chimaeribacter	27	9	5	34	28	18	59	19	7	2	19	11	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Chitinasiproducens	4	4	1	2	17	1	10	4	5	0	3	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Chitinispirillum	0	3	7	1	6	2	9	8	3	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Chitinivibrio	2	4	3	2	1	2	0	5	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Chitinophaga	246	130	612	68	218	173	280	272	150	4082	135	60	303	0	9	3	15	0	1	281	0	7	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Chlamydia	7	4	9	10	22	14	21	24	8	0	15	2	8	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Chlorobaculum	6	10	6	57	38	4	50	16	13	4	9	5	8	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Chlorobium	26	7	6	20	11	5	50	5	3	1	4	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Chloroflexus	4	10	2	0	5	0	2	14	1	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Chlorogloea	2	1	1	3	1	4	2	2	0	0	3	10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Chloroherpeton	5	1	28	10	1	3	11	4	6	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Chondrocystis	0	3	3	2	0	1	3	0	5	1	157	220	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Christensenella	174	13259	12	1113	7012	5502	174	167578	6549	68	3217	1099	16206	33	701	558	4	8264	411	1	387	108	2	61	550	2	4	4	0	0	293	10	0	29	3	7	0	0	0	33
TRUE	Christiangramia	44	68	32	16	36	28	21	47	16	43	23	13	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Chromobacterium	73	35	32	17	229	65	216	143	44	35	121	32	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Chromohalobacter	8	9	7	0	39	3	34	22	7	1	13	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Chroococcidiopsis	2	2	4	3	1	2	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Chroogloeocystis	0	0	1	1	8	3	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Chryseobacterium	650	529	509	392	523	544	413	518	461	662	583	639	724	1	0	1	0	1	1	2	1	0	1	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Chryseolinea	3	2	8	2	15	3	4	8	6	10	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Chryseomicrobium	4	3	1	0	2	4	0	13	6	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Chthoniobacter	0	3	2	0	5	1	7	3	3	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Chthonomonas	5	2	1	2	4	1	7	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Ciceribacter	6	26	9	1	8	14	6	14	6	6	10	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Citreimonas	5	5	10	1	30	7	3	9	7	0	11	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Citricoccus	4	3	2	1	26	4	2	5	1	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Citrifermentans	4	8	6	5	26	5	14	10	5	5	2	1	7	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Citrobacter	84	49	39031	192	67	48	72	69	87	19	139	68	4791	3	0	0	0	0	0	0	0	1	87	0	478	0	0	0	0	0	0	0	0	0	0	0	0	0	24	2
TRUE	Citromicrobium	46	9	23	4	51	43	13	34	1	10	79	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Clavibacter	3	1	7	3	37	2	1	13	2	1	2	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Cloacibacillus	57	25	4	32	22	5	95	76	17	38	26	7	26	0	1	0	0	1	2	0	1	0	16	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Clostridiisalibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0
TRUE	Clostridioides	82	165	3256	139	54	129	84	213	335	58	842	1220	199	10	6	10	1	9	18	2	7	26	1	32	13	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0
TRUE	Clostridium	99729	53878	22173	480299	16998	123498	47967	79449	31938	42851	106495	124214	70210	25424	591	8291	2294	5435	2071	4638	5655	8244	446	10265	6196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
TRUE	Cnuibacter	1	1	2	0	5	1	8	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Cobetia	14	8	9	3	39	6	10	13	4	0	13	6	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Cochleicola	1	4	0	2	3	1	2	0	1	3	0	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Cognaticolwellia	15	4	2	12	3	3	24	8	3	1	8	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Cognatishimia	15	2	17	2	0	20	3	12	1	0	28	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Cognatiyoonia	16	3	11	2	4	18	4	6	3	0	39	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Cohaesibacter	41	12	26	7	28	37	22	34	14	0	51	6	14	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Cohnella	46	43	6	62	46	18	184	98	20	5	24	18	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Coleofasciculus	2	1	0	3	1	1	3	1	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Collimonas	25	25	32	8	19	25	56	67	18	15	55	10	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Collinsella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	17	7	0	0	0	2	0	0
TRUE	Colwellia	47	16	26	51	38	35	80	26	14	11	88	66	28	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Comamonas	86	24	16	39	128	34	105	52	20	7	41	10	71	0	1	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Commensalibacter	23	8	9	6	4	11	5	3	3	0	5	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Companilactobacillus	32551	1089	7542	15361	40118	16396	45694	2861	4895	8621	547	284	3601	882	1946	810	2613	127	270	378	194	18	8	6	181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Conexibacter	29	7	10	17	99	10	48	24	4	5	4	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Confluentibacter	15	5	5	3	3	4	2	1	5	3	0	4	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Congregibacter	2	0	0	0	2	0	12	2	1	0	4	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Conservatibacter	3	1	1	1	21	6	3	3	3	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Consotaella	3	10	6	1	26	9	4	15	2	1	5	2	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Convivina	1	2	1	1	39	18	1	2	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Coprobacillus	23510	5807	147	2915	45397	36001	11350	8577	2976	384	9604	14155	238	96	5964	4741	1237	1055	338	35	493	1024	0	1644	18	0	31	29	41	8	6	2	0	7	3	8	0	17	0	0
TRUE	Coprobacter	1873	327	2794	3915	33	1469	643	566	2580	120	4802	664	9825	28	1	26	12	21	345	10	12	663	70	17	1176	0	0	0	0	0	0	2	0	0	0	5	0	0	3	4
TRUE	Coprococcus	5880	277126	458	5164	17767	34837	17911	10981	1232311	47264	8511	2452	1181	99	1925	3731	1661	1028	146325	5565	537	936	13	192	78	0	10	22	0	11	6	1140	33	334	3	8	0	0	0	0
TRUE	Coraliomargarita	2	6	1	0	29	1	0	6	1	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Corallincola	1	2	2	0	1	2	2	4	0	0	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Corallococcus	18	18	14	10	123	19	64	45	4	10	8	1	14	0	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Coriobacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	4	0	0	18	8	0	0	0	8	0
TRUE	Corticimicrobacter	14	1	2	8	5	1	31	3	2	2	6	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Corynebacterium	384	343	133	217	1097	309	718	632	414	184	175	64	187	2	14	12	3	14	22	2	53	4	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Couchioplanes	4	4	6	1	28	5	8	6	1	2	2	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Crenobacter	17	8	11	3	71	8	19	17	4	4	20	1	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Crenothrix	5	4	4	1	2	8	4	5	1	1	25	9	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Cribrihabitans	8	4	29	0	33	5	29	27	8	1	13	0	8	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Criibacterium	99	32	99	53	41	28	116	26	58	9	15110	21052	38	1	2	1	3	0	0	0	0	1689	1	2352	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Croceibacter	4	4	7	0	1	2	20	39	7	1	3	1	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Croceibacterium	20	2	7	2	2	8	23	2	0	2	25	0	6	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Croceicoccus	28	2	9	1	19	30	22	14	4	183	46	1	10	0	1	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Croceitalea	4	4	0	7	1	2	6	3	1	3	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Croceivirga	1	3	2	0	0	0	3	0	1	1	2	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Crocosphaera	8	15	5	4	5	5	6	14	16	2	19	3	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Cronobacter	52	18	10	20	13	20	96	21	9	8	50	5	21	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Cruoricaptor	4	2	2	2	2	0	3	2	3	1	2	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Cryobacterium	29	11	7	9	66	8	36	28	10	10	10	2	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Cryptococcus	60	32	8	12	9	15	25	42	14	1	11	7	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Cryptosporangium	2	1	0	2	7	2	19	2	5	0	9	17	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Cryptosporidium	10	37	14	18	54	50	33	96	26	2	11	6	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Culturomica	108	18	47	41	12	10	80	137	96	7	25	6	62	0	1	0	1	3	2	0	2	1	19	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Cuniculiplasma	2	0	0	0	2	0	1	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Cupriavidus	102	40	66	21	251	55	150	146	60	24	105	17	104	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Curtobacterium	52	37	31	9	337	47	85	96	16	16	17	7	30	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Curvibacter	19	20	12	11	52	9	44	21	3	3	12	8	20	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Cuspidothrix	2	1	0	3	4	3	0	2	2	3	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Cutibacterium	18	13	9	25	111	28	24	19	34	38	26	42	10	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Cyanobacterium	0	7	7	3	0	2	1	1	4	0	3	2	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Cyanobium	99	34	23	53	242	40	110	91	37	12	11	6	13	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Cyanothece	3	0	0	1	5	1	3	3	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Cyclobacterium	18	8	17	0	29	20	15	11	10	3	7	3	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Cycloclasticus	8	3	4	0	4	10	4	2	2	0	11	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Cylindrospermopsis	6	3	2	5	2	2	1	2	1	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Cylindrospermum	2	2	1	1	32	17	5	2	4	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Cystobacter	23	13	13	9	146	27	51	71	10	2	5	3	8	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Cytobacillus	56	78	22	42	73	82	60	57	24	14	31	32	14	0	1	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Cytophaga	5	2	12	6	2	7	3	14	11	0	9	2	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Dactylococcopsis	8	11	2	4	5	25	0	2	21	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Daejeonella	19	12	13	10	7	12	8	4	4	29	6	9	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Dechloromonas	14	3	6	11	9	6	13	14	7	1	11	1	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Deferribacter	5	4	4	7	36	32	12	22	10	1	2	3	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
