tax.identity	sample	count	superkingdom	phylum	class	order	family	genus	species
Alkalibacterium gilvum	sample_57	1	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Alkalibacterium	Alkalibacterium gilvum
Alkalibacterium olivapovliticus	sample_57	3	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Alkalibacterium	Alkalibacterium olivapovliticus
Alkalibacterium putridalgicola	sample_57	3	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Alkalibacterium	Alkalibacterium putridalgicola
Alkalibacterium sp. AK22	sample_57	5	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Alkalibacterium	Alkalibacterium sp. AK22
Alkalibacterium subtropicum	sample_57	2	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Alkalibacterium	Alkalibacterium subtropicum
Alkalibacterium thalassium	sample_57	7	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Alkalibacterium	Alkalibacterium thalassium
Alkalihalobacillus akibai	sample_57	7	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Alkalihalobacillus	Alkalihalobacillus akibai
Alkalihalobacillus alcalophilus	sample_57	1	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Alkalihalobacillus	Alkalihalobacillus alcalophilus
Alkalihalobacillus clausii	sample_57	5	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Alkalihalobacillus	Alkalihalobacillus clausii
Alkalihalobacillus gibsonii	sample_57	1	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Alkalihalobacillus	Alkalihalobacillus gibsonii
Alkalihalobacillus krulwichiae	sample_57	4	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Alkalihalobacillus	Alkalihalobacillus krulwichiae
Alkalihalobacillus lehensis	sample_57	1	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Alkalihalobacillus	Alkalihalobacillus lehensis
Alkalihalobacillus lonarensis	sample_57	1	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Alkalihalobacillus	Alkalihalobacillus lonarensis
Alkalihalobacillus macyae	sample_57	7	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Alkalihalobacillus	Alkalihalobacillus macyae
Alkalihalobacillus okhensis	sample_57	9	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Alkalihalobacillus	Alkalihalobacillus okhensis
Alkalihalobacillus plakortidis	sample_57	3	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Alkalihalobacillus	Alkalihalobacillus plakortidis
Alkalihalobacillus pseudalcaliphilus	sample_57	5	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Alkalihalobacillus	Alkalihalobacillus pseudalcaliphilus
Alkalihalophilus pseudofirmus	sample_57	9	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Alkalihalophilus	Alkalihalophilus pseudofirmus
Alkalilimnicola ehrlichii	sample_57	3	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae	Alkalilimnicola	Alkalilimnicola ehrlichii
Alkalimonas amylolytica	sample_57	4	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	Alkalimonas	Alkalimonas amylolytica
Alkalinema sp. CACIAM 70d	sample_57	1	Bacteria	Cyanobacteria	NA	Pseudanabaenales	Leptolyngbyaceae	Alkalinema	Alkalinema sp. CACIAM 70d
Alkaliphilus metalliredigens	sample_57	192	Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Alkaliphilus	Alkaliphilus metalliredigens
Alkaliphilus oremlandii	sample_57	94	Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Alkaliphilus	Alkaliphilus oremlandii
Alkaliphilus peptidifermentans	sample_57	146	Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Alkaliphilus	Alkaliphilus peptidifermentans
Alkaliphilus sp.	sample_57	29	Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Alkaliphilus	Alkaliphilus sp.
Alkalispirochaeta sphaeroplastigenens	sample_57	5	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Alkalispirochaeta	Alkalispirochaeta sphaeroplastigenens
Alkalitalea saponilacus	sample_57	2150	Bacteria	Bacteroidetes	Bacteroidia	Marinilabiliales	Marinilabiliaceae	Alkalitalea	Alkalitalea saponilacus
Alkanindiges hydrocarboniclasticus	sample_57	2	Bacteria	Proteobacteria	Gammaproteobacteria	Moraxellales	Moraxellaceae	Alkanindiges	Alkanindiges hydrocarboniclasticus
Allisonella histaminiformans	sample_57	1	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Allisonella	Allisonella histaminiformans
Alloactinosynnema sp. L-07	sample_57	3	Bacteria	Actinobacteria	Actinomycetia	Pseudonocardiales	Pseudonocardiaceae	Alloactinosynnema	Alloactinosynnema sp. L-07
Allochromatium vinosum	sample_57	9	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Allochromatium	Allochromatium vinosum
Alloiococcus otitis	sample_57	1	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Alloiococcus	Alloiococcus otitis
Allokutzneria albata	sample_57	1	Bacteria	Actinobacteria	Actinomycetia	Pseudonocardiales	Pseudonocardiaceae	Allokutzneria	Allokutzneria albata
Allonocardiopsis opalescens	sample_57	3	Bacteria	Actinobacteria	Actinomycetia	Streptosporangiales	NA	Allonocardiopsis	Allonocardiopsis opalescens
Alloprevotella rava	sample_57	358	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Alloprevotella	Alloprevotella rava
Alloprevotella sp. oral taxon 473	sample_57	470	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Alloprevotella	Alloprevotella sp. oral taxon 473
Alloprevotella tannerae	sample_57	360	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Alloprevotella	Alloprevotella tannerae
Alloscardovia omnicolens	sample_57	3	Bacteria	Actinobacteria	Actinomycetia	Bifidobacteriales	Bifidobacteriaceae	Alloscardovia	Alloscardovia omnicolens
Alloscardovia sp. HMSC034E08	sample_57	1	Bacteria	Actinobacteria	Actinomycetia	Bifidobacteriales	Bifidobacteriaceae	Alloscardovia	Alloscardovia sp. HMSC034E08
Allosediminivita pacifica	sample_57	6	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Allosediminivita	Allosediminivita pacifica
Allosphingosinicella indica	sample_57	10	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Allosphingosinicella	Allosphingosinicella indica
Alphaproteobacteria bacterium	sample_57	9	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	Alphaproteobacteria bacterium
Alphaproteobacteria bacterium 13_2_20CM_2_64_7	sample_57	6	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	Alphaproteobacteria bacterium 13_2_20CM_2_64_7
Alphaproteobacteria bacterium 33-17	sample_57	2	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	Alphaproteobacteria bacterium 33-17
Alphaproteobacteria bacterium 43-37	sample_57	2	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	Alphaproteobacteria bacterium 43-37
Alphaproteobacteria bacterium 46_93_T64	sample_57	7	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	Alphaproteobacteria bacterium 46_93_T64
Alphaproteobacteria bacterium AO1-B	sample_57	10	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	Alphaproteobacteria bacterium AO1-B
Alphaproteobacteria bacterium CG1_02_46_17	sample_57	1	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	Alphaproteobacteria bacterium CG1_02_46_17
Alphaproteobacteria bacterium CG_4_10_14_0_2_um_filter_63_37	sample_57	4	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	Alphaproteobacteria bacterium CG_4_10_14_0_2_um_filter_63_37
Alphaproteobacteria bacterium CG_4_9_14_3_um_filter_47_13	sample_57	8	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	Alphaproteobacteria bacterium CG_4_9_14_3_um_filter_47_13
Alphaproteobacteria bacterium HGW-Alphaproteobacteria-1	sample_57	7	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	Alphaproteobacteria bacterium HGW-Alphaproteobacteria-1
Alphaproteobacteria bacterium HGW-Alphaproteobacteria-11	sample_57	12	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	Alphaproteobacteria bacterium HGW-Alphaproteobacteria-11
Alphaproteobacteria bacterium HGW-Alphaproteobacteria-17	sample_57	4	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	Alphaproteobacteria bacterium HGW-Alphaproteobacteria-17
Alphaproteobacteria bacterium HGW-Alphaproteobacteria-18	sample_57	13	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	Alphaproteobacteria bacterium HGW-Alphaproteobacteria-18
Alphaproteobacteria bacterium HGW-Alphaproteobacteria-4	sample_57	5	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	Alphaproteobacteria bacterium HGW-Alphaproteobacteria-4
Alphaproteobacteria bacterium HGW-Alphaproteobacteria-6	sample_57	8	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	Alphaproteobacteria bacterium HGW-Alphaproteobacteria-6
Alphaproteobacteria bacterium HGW-Alphaproteobacteria-7	sample_57	4	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	Alphaproteobacteria bacterium HGW-Alphaproteobacteria-7
Alphaproteobacteria bacterium MarineAlpha3_Bin2	sample_57	10	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	Alphaproteobacteria bacterium MarineAlpha3_Bin2
Alphaproteobacteria bacterium MedPE-SWcel	sample_57	3	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	Alphaproteobacteria bacterium MedPE-SWcel
Alphaproteobacteria bacterium PA1	sample_57	13	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	Alphaproteobacteria bacterium PA1
Alphaproteobacteria bacterium PA2	sample_57	8	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	Alphaproteobacteria bacterium PA2
Alphaproteobacteria bacterium PA4	sample_57	7	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	Alphaproteobacteria bacterium PA4
Alphaproteobacteria bacterium RIFCSPHIGHO2_02_FULL_46_13	sample_57	7	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	Alphaproteobacteria bacterium RIFCSPHIGHO2_02_FULL_46_13
Alphaproteobacteria bacterium RIFCSPLOWO2_02_FULL_40_19	sample_57	1	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	Alphaproteobacteria bacterium RIFCSPLOWO2_02_FULL_40_19
Alsobacter soli	sample_57	6	Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Alsobacteraceae	Alsobacter	Alsobacter soli
Altererythrobacter epoxidivorans	sample_57	1	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	Altererythrobacter	Altererythrobacter epoxidivorans
Altererythrobacter sp. B11	sample_57	2	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	Altererythrobacter	Altererythrobacter sp. B11
Altererythrobacter sp. Root672	sample_57	3	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	Altererythrobacter	Altererythrobacter sp. Root672
Altererythrobacter sp. XM-24bin4	sample_57	6	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	Altererythrobacter	Altererythrobacter sp. XM-24bin4
Altererythrobacter xiamenensis	sample_57	3	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	Altererythrobacter	Altererythrobacter xiamenensis
Alteribacillus bidgolensis	sample_57	2	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Alteribacillus	Alteribacillus bidgolensis
Alteribacillus iranensis	sample_57	2	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Alteribacillus	Alteribacillus iranensis
Alteribacillus persepolensis	sample_57	1	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Alteribacillus	Alteribacillus persepolensis
Alteripontixanthobacter maritimus	sample_57	1	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	Alteripontixanthobacter	Alteripontixanthobacter maritimus
Alteriqipengyuania lutimaris	sample_57	5	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	Alteriqipengyuania	Alteriqipengyuania lutimaris
Alteromonadaceae bacterium	sample_57	8	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	NA	Alteromonadaceae bacterium
Alteromonadales bacterium TW-7	sample_57	1	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	NA	NA	Alteromonadales bacterium TW-7
Alteromonadales bacterium alter-6D02	sample_57	8	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	NA	NA	Alteromonadales bacterium alter-6D02
Alteromonas aestuariivivens	sample_57	1	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Alteromonas	Alteromonas aestuariivivens
Alteromonas confluentis	sample_57	1	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Alteromonas	Alteromonas confluentis
Alteromonas lipolytica	sample_57	5	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Alteromonas	Alteromonas lipolytica
Alteromonas mediterranea	sample_57	1	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Alteromonas	Alteromonas mediterranea
Alteromonas naphthalenivorans	sample_57	1	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Alteromonas	Alteromonas naphthalenivorans
Alteromonas pelagimontana	sample_57	4	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Alteromonas	Alteromonas pelagimontana
Alteromonas sp. RW2A1	sample_57	2	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Alteromonas	Alteromonas sp. RW2A1
Alteromonas sp. V450	sample_57	2	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Alteromonas	Alteromonas sp. V450
Altibacter sp.	sample_57	1	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Altibacter	Altibacter sp.
Alysiella crassa	sample_57	3	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Alysiella	Alysiella crassa
Alysiella filiformis	sample_57	9	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Alysiella	Alysiella filiformis
Amantichitinum ursilacus	sample_57	5	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Amantichitinum	Amantichitinum ursilacus
Amedibacillus dolichus	sample_57	28	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Amedibacillus	Amedibacillus dolichus
Aminobacter aminovorans	sample_57	12	Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Phyllobacteriaceae	Aminobacter	Aminobacter aminovorans
Aminobacter sp. AP02	sample_57	10	Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Phyllobacteriaceae	Aminobacter	Aminobacter sp. AP02
Aminobacter sp. DSM 101952	sample_57	11	Bacteria	Proteobacteria	Alphaproteobacteria	Hyphomicrobiales	Phyllobacteriaceae	Aminobacter	Aminobacter sp. DSM 101952
Aminomonas paucivorans	sample_57	4	Bacteria	Synergistetes	Synergistia	Synergistales	Synergistaceae	Aminomonas	Aminomonas paucivorans
Ammonifex degensii	sample_57	1	Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	Ammonifex	Ammonifex degensii
Amnibacterium flavum	sample_57	2	Bacteria	Actinobacteria	Actinomycetia	Micrococcales	Microbacteriaceae	Amnibacterium	Amnibacterium flavum
Amphibacillus xylanus	sample_57	3	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Amphibacillus	Amphibacillus xylanus
Amphiplicatus metriothermophilus	sample_57	15	Bacteria	Proteobacteria	Alphaproteobacteria	Parvularculales	Parvularculaceae	Amphiplicatus	Amphiplicatus metriothermophilus
Amphritea atlantica	sample_57	1	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	Amphritea	Amphritea atlantica
Amycolatopsis albispora	sample_57	7	Bacteria	Actinobacteria	Actinomycetia	Pseudonocardiales	Pseudonocardiaceae	Amycolatopsis	Amycolatopsis albispora
Amycolatopsis antarctica	sample_57	2	Bacteria	Actinobacteria	Actinomycetia	Pseudonocardiales	Pseudonocardiaceae	Amycolatopsis	Amycolatopsis antarctica
Amycolatopsis arida	sample_57	6	Bacteria	Actinobacteria	Actinomycetia	Pseudonocardiales	Pseudonocardiaceae	Amycolatopsis	Amycolatopsis arida
Amycolatopsis australiensis	sample_57	3	Bacteria	Actinobacteria	Actinomycetia	Pseudonocardiales	Pseudonocardiaceae	Amycolatopsis	Amycolatopsis australiensis
Amycolatopsis azurea	sample_57	1	Bacteria	Actinobacteria	Actinomycetia	Pseudonocardiales	Pseudonocardiaceae	Amycolatopsis	Amycolatopsis azurea
Amycolatopsis coloradensis	sample_57	5	Bacteria	Actinobacteria	Actinomycetia	Pseudonocardiales	Pseudonocardiaceae	Amycolatopsis	Amycolatopsis coloradensis
Amycolatopsis japonica	sample_57	1	Bacteria	Actinobacteria	Actinomycetia	Pseudonocardiales	Pseudonocardiaceae	Amycolatopsis	Amycolatopsis japonica
Amycolatopsis lurida	sample_57	3	Bacteria	Actinobacteria	Actinomycetia	Pseudonocardiales	Pseudonocardiaceae	Amycolatopsis	Amycolatopsis lurida
Amycolatopsis marina	sample_57	3	Bacteria	Actinobacteria	Actinomycetia	Pseudonocardiales	Pseudonocardiaceae	Amycolatopsis	Amycolatopsis marina
Amycolatopsis mediterranei	sample_57	3	Bacteria	Actinobacteria	Actinomycetia	Pseudonocardiales	Pseudonocardiaceae	Amycolatopsis	Amycolatopsis mediterranei
Amycolatopsis methanolica	sample_57	6	Bacteria	Actinobacteria	Actinomycetia	Pseudonocardiales	Pseudonocardiaceae	Amycolatopsis	Amycolatopsis methanolica
Amycolatopsis pretoriensis	sample_57	3	Bacteria	Actinobacteria	Actinomycetia	Pseudonocardiales	Pseudonocardiaceae	Amycolatopsis	Amycolatopsis pretoriensis
Amycolatopsis regifaucium	sample_57	1	Bacteria	Actinobacteria	Actinomycetia	Pseudonocardiales	Pseudonocardiaceae	Amycolatopsis	Amycolatopsis regifaucium
Amycolatopsis rifamycinica	sample_57	1	Bacteria	Actinobacteria	Actinomycetia	Pseudonocardiales	Pseudonocardiaceae	Amycolatopsis	Amycolatopsis rifamycinica
Amycolatopsis saalfeldensis	sample_57	3	Bacteria	Actinobacteria	Actinomycetia	Pseudonocardiales	Pseudonocardiaceae	Amycolatopsis	Amycolatopsis saalfeldensis
Amycolatopsis sp. AA4	sample_57	2	Bacteria	Actinobacteria	Actinomycetia	Pseudonocardiales	Pseudonocardiaceae	Amycolatopsis	Amycolatopsis sp. AA4
Amycolatopsis sp. CB00013	sample_57	2	Bacteria	Actinobacteria	Actinomycetia	Pseudonocardiales	Pseudonocardiaceae	Amycolatopsis	Amycolatopsis sp. CB00013
Amycolatopsis sp. KNN50.9b	sample_57	4	Bacteria	Actinobacteria	Actinomycetia	Pseudonocardiales	Pseudonocardiaceae	Amycolatopsis	Amycolatopsis sp. KNN50.9b
Amycolatopsis sulphurea	sample_57	1	Bacteria	Actinobacteria	Actinomycetia	Pseudonocardiales	Pseudonocardiaceae	Amycolatopsis	Amycolatopsis sulphurea
Amycolatopsis thailandensis	sample_57	1	Bacteria	Actinobacteria	Actinomycetia	Pseudonocardiales	Pseudonocardiaceae	Amycolatopsis	Amycolatopsis thailandensis
Amycolatopsis tolypomycina	sample_57	5	Bacteria	Actinobacteria	Actinomycetia	Pseudonocardiales	Pseudonocardiaceae	Amycolatopsis	Amycolatopsis tolypomycina
Amycolatopsis vancoresmycina	sample_57	1	Bacteria	Actinobacteria	Actinomycetia	Pseudonocardiales	Pseudonocardiaceae	Amycolatopsis	Amycolatopsis vancoresmycina
Amycolatopsis vastitatis	sample_57	2	Bacteria	Actinobacteria	Actinomycetia	Pseudonocardiales	Pseudonocardiaceae	Amycolatopsis	Amycolatopsis vastitatis
Amylibacter cionae	sample_57	6	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Amylibacter	Amylibacter cionae
Amylibacter kogurei	sample_57	6	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Amylibacter	Amylibacter kogurei
Amylolactobacillus amylophilus	sample_57	21	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Amylolactobacillus	Amylolactobacillus amylophilus
Anabaena cylindrica	sample_57	2	Bacteria	Cyanobacteria	NA	Nostocales	Nostocaceae	Anabaena	Anabaena cylindrica
Anabaena sp. AL09	sample_57	3	Bacteria	Cyanobacteria	NA	Nostocales	Nostocaceae	Anabaena	Anabaena sp. AL09
Anabaena sp. CRKS33	sample_57	3	Bacteria	Cyanobacteria	NA	Nostocales	Nostocaceae	Anabaena	Anabaena sp. CRKS33
Anabaena sp. LE011-02	sample_57	1	Bacteria	Cyanobacteria	NA	Nostocales	Nostocaceae	Anabaena	Anabaena sp. LE011-02
Anabaena sp. MDT14b	sample_57	1	Bacteria	Cyanobacteria	NA	Nostocales	Nostocaceae	Anabaena	Anabaena sp. MDT14b
Anabaena sp. WA102	sample_57	4	Bacteria	Cyanobacteria	NA	Nostocales	Nostocaceae	Anabaena	Anabaena sp. WA102
Anaerobacillus alkalidiazotrophicus	sample_57	1	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Anaerobacillus	Anaerobacillus alkalidiazotrophicus
Anaerobacillus alkalilacustris	sample_57	6	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Anaerobacillus	Anaerobacillus alkalilacustris
Anaerobium acetethylicum	sample_57	53	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Anaerobium	Anaerobium acetethylicum
Anaerobranca californiensis	sample_57	7	Bacteria	Firmicutes	Clostridia	Eubacteriales	Proteinivoraceae	Anaerobranca	Anaerobranca californiensis
Anaerobutyricum hallii	sample_57	333	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Anaerobutyricum	Anaerobutyricum hallii
Anaerococcus hydrogenalis	sample_57	20	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Anaerococcus	Anaerococcus hydrogenalis
Anaerococcus lactolyticus	sample_57	6	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Anaerococcus	Anaerococcus lactolyticus
Anaerococcus nagyae	sample_57	7	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Anaerococcus	Anaerococcus nagyae
Anaerococcus octavius	sample_57	9	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Anaerococcus	Anaerococcus octavius
Anaerococcus prevotii	sample_57	2	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Anaerococcus	Anaerococcus prevotii
Anaerococcus sp. HMSC065G05	sample_57	3	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Anaerococcus	Anaerococcus sp. HMSC065G05
Anaerococcus sp. HMSC068A02	sample_57	1	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Anaerococcus	Anaerococcus sp. HMSC068A02
Anaerococcus tetradius	sample_57	104	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Anaerococcus	Anaerococcus tetradius
Anaerococcus vaginalis	sample_57	4	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Anaerococcus	Anaerococcus vaginalis
Anaerocolumna aminovalerica	sample_57	19	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Anaerocolumna	Anaerocolumna aminovalerica
Anaerocolumna xylanovorans	sample_57	18	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Anaerocolumna	Anaerocolumna xylanovorans
Anaerofustis stercorihominis	sample_57	21	Bacteria	Firmicutes	Clostridia	Eubacteriales	Eubacteriaceae	Anaerofustis	Anaerofustis stercorihominis
Anaeroglobus geminatus	sample_57	3	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Anaeroglobus	Anaeroglobus geminatus
Anaerolineaceae bacterium	sample_57	10	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	NA	Anaerolineaceae bacterium
Anaerolineaceae bacterium oral taxon 439	sample_57	1	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	NA	Anaerolineaceae bacterium oral taxon 439
Anaerolineae bacterium	sample_57	6	Bacteria	Chloroflexi	Anaerolineae	NA	NA	NA	Anaerolineae bacterium
Anaeromicrobium sediminis	sample_57	62	Bacteria	Firmicutes	Clostridia	Eubacteriales	Clostridiaceae	Anaeromicrobium	Anaeromicrobium sediminis
Anaeromyxobacter dehalogenans	sample_57	22	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Anaeromyxobacteraceae	Anaeromyxobacter	Anaeromyxobacter dehalogenans
Anaeromyxobacter sp. K	sample_57	5	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Anaeromyxobacteraceae	Anaeromyxobacter	Anaeromyxobacter sp. K
Anaerosphaera aminiphila	sample_57	2	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Anaerosphaera	Anaerosphaera aminiphila
Anaerosporobacter mobilis	sample_57	44	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Anaerosporobacter	Anaerosporobacter mobilis
Anaerosporomusa subterranea	sample_57	2	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Sporomusaceae	Anaerosporomusa	Anaerosporomusa subterranea
Anaerostipes sp. 494a	sample_57	58	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Anaerostipes	Anaerostipes sp. 494a
Anaerostipes sp. 992a	sample_57	104	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Anaerostipes	Anaerostipes sp. 992a
Anaerostipes sp. AF04-45	sample_57	25807	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Anaerostipes	Anaerostipes sp. AF04-45
Anaerostipes sp. CAG:276	sample_57	49789	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Anaerostipes	Anaerostipes sp. CAG:276
Anaerotignum lactatifermentans	sample_57	812	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Anaerotignum	Anaerotignum lactatifermentans
Anaerotignum neopropionicum	sample_57	24	Bacteria	Firmicutes	Clostridia	Eubacteriales	Lachnospiraceae	Anaerotignum	Anaerotignum neopropionicum
