dummy	family	CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_17	CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_37	CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_57	CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_1	CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_10	CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_15	CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_20	CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_25	CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_30	CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_35	CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_5	CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_55	CAMISIM_MG_Illumina_minitax_all_NCBI_genomes_BestAln_sample_60	CAMISIM_MG_PacBio_minitax_all_NCBI_genomes_BestAln_CAMISIM_MG_PacBio_minitax_all_NCBI_genomes_BestAln_sample_1	CAMISIM_MG_PacBio_minitax_all_NCBI_genomes_BestAln_CAMISIM_MG_PacBio_minitax_all_NCBI_genomes_BestAln_sample_10	CAMISIM_MG_PacBio_minitax_all_NCBI_genomes_BestAln_CAMISIM_MG_PacBio_minitax_all_NCBI_genomes_BestAln_sample_15	CAMISIM_MG_PacBio_minitax_all_NCBI_genomes_BestAln_CAMISIM_MG_PacBio_minitax_all_NCBI_genomes_BestAln_sample_20	CAMISIM_MG_PacBio_minitax_all_NCBI_genomes_BestAln_CAMISIM_MG_PacBio_minitax_all_NCBI_genomes_BestAln_sample_25	CAMISIM_MG_PacBio_minitax_all_NCBI_genomes_BestAln_CAMISIM_MG_PacBio_minitax_all_NCBI_genomes_BestAln_sample_30	CAMISIM_MG_PacBio_minitax_all_NCBI_genomes_BestAln_CAMISIM_MG_PacBio_minitax_all_NCBI_genomes_BestAln_sample_35	CAMISIM_MG_PacBio_minitax_all_NCBI_genomes_BestAln_CAMISIM_MG_PacBio_minitax_all_NCBI_genomes_BestAln_sample_40	CAMISIM_MG_PacBio_minitax_all_NCBI_genomes_BestAln_CAMISIM_MG_PacBio_minitax_all_NCBI_genomes_BestAln_sample_5	CAMISIM_MG_PacBio_minitax_all_NCBI_genomes_BestAln_CAMISIM_MG_PacBio_minitax_all_NCBI_genomes_BestAln_sample_50	CAMISIM_MG_PacBio_minitax_all_NCBI_genomes_BestAln_CAMISIM_MG_PacBio_minitax_all_NCBI_genomes_BestAln_sample_55	CAMISIM_MG_PacBio_minitax_all_NCBI_genomes_BestAln_CAMISIM_MG_PacBio_minitax_all_NCBI_genomes_BestAln_sample_60	sample_1	sample_10	sample_15	sample_17	sample_20	sample_25	sample_30	sample_35	sample_37	sample_40	sample_5	sample_50	sample_55	sample_57	sample_60
TRUE	Chitinivibrionaceae	2	4	3	2	1	2	0	5	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Chitinophagaceae	443	232	40114	138	14385	5808	17265	442	255	445626	5729	94	491	1	1305	515	1607	0	1	40976	0	518	1718	0	0	0	8	4	0	11	0	0	248	0	0	5	13	0	30	0
TRUE	Chlamydiaceae	8	7	10	12	41	22	24	27	11	0	16	5	11	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Chlorobiaceae	74	36	25	87	72	35	165	51	33	8	25	10	26	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Chloroflexaceae	4	10	2	0	5	0	2	14	1	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Chloroherpetonaceae	9	1	34	11	1	3	12	4	6	1	1	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Christensenellaceae	174	13259	12	1113	7012	5502	174	167578	6549	68	3217	1099	16206	33	701	558	4	8264	411	1	387	108	2	61	550	2	4	4	0	0	293	10	0	29	3	7	0	0	0	33
TRUE	Chromatiaceae	94	61	57	47	199	78	119	120	37	15	275	200	57	0	1	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Chromobacteriaceae	152	56	62	49	311	85	355	203	59	43	158	39	113	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Chroococcaceae	2	10	4	6	16	13	9	7	9	3	161	227	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Chroococcidiopsidaceae	2	2	4	3	1	2	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Chrysiogenaceae	2	6	5	1	31	6	23	9	4	0	3	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Chthoniobacteraceae	0	3	2	0	5	1	7	3	3	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Chthonomonadaceae	5	2	1	2	4	1	7	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Clostridiaceae	103557	58677	54583	485783	25648	128603	107328	81802	34133	45093	7917361	11026859	76657	25637	1628	8697	8315	5556	2166	4754	5849	875232	507	1219294	7014	35	2	18	0	58	0	0	0	14	48	4261	1	6939	36	6
TRUE	Clostridiales Family XIII. Incertae Sedis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0	11	54	18	0	15	8	1	0	2	0	0
TRUE	Clostridiales Family XVI. Incertae Sedis	3	19	3	28	10	17	14	11	13	4	9	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Clostridiales Family XVII. Incertae Sedis	24	20	11	4	118	20	96	46	23	8	3	4	16	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Coelosphaeriaceae	1	1	1	2	0	1	0	1	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Cohaesibacteraceae	41	12	26	7	28	37	22	34	14	0	51	6	14	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Coleofasciculaceae	2	1	0	3	1	1	3	1	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Colwelliaceae	138	35	43	101	56	63	180	65	46	16	179	70	47	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Comamonadaceae	866	395	2840	358	2375	549	16192	1175	881	48912	2895	96	780	0	10	0	1473	5	1	4817	4	231	670	1	5	0	0	0	0	6	0	0	17	0	0	1	3	0	3	0
TRUE	Conexibacteraceae	29	7	10	17	99	10	48	24	4	5	4	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Coprobacillaceae	33064	13021	777	6570	68281	291925	134922	17589	7142	839	44805	28270	3938	212	6861	32333	13552	1657	676	65	1672	3980	325	2412	479	0	31	29	41	126	8	4	0	14	11	42	0	17	0	0
TRUE	Coraliomargaritaceae	2	6	1	0	29	1	0	6	1	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Coriobacteriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	15	22	17	36	42	0	0	2	8	4
TRUE	Corynebacteriaceae	384	343	133	217	1097	309	718	632	414	184	175	64	187	2	14	12	3	14	22	2	53	4	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Coxiellaceae	5	5	2	4	9	8	0	2	6	1	2	4	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Crenotrichaceae	5	4	4	1	2	8	4	5	1	1	25	9	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Crocinitomicaceae	51	52	65	48	63	51	37	40	61	21	24	30	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Cryomorphaceae	1	0	4	2	0	1	0	3	3	1	1	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Cryptococcaceae	60	32	8	12	9	15	25	42	14	1	11	7	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Cryptosporangiaceae	2	1	0	2	7	2	19	2	5	0	9	17	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Cryptosporidiidae	10	37	14	18	54	50	33	96	26	2	11	6	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Cuniculiplasmataceae	2	0	0	0	2	0	1	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Cyanothecaceae	3	0	0	1	5	1	3	3	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Cyclobacteriaceae	218	141	164	91	139	118	133	136	78	175	78	60	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Cytophagaceae	140	46	216	52	59	66	73	131	135	209	46	26	223	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Debaryomycetaceae	70	86	63	53	41	48	54	46	59	18	40	42	75	0	0	0	0	5	5	0	6	4	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Deferribacteraceae	5	4	4	7	36	32	12	22	10	1	2	3	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	11	0	0	0
TRUE	Defluviitaleaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	8	0	0	0	0	0	0	0	0
TRUE	Dehalococcoidaceae	43	7	4	6	17	14	149	30	17	98	19	12	10	0	0	0	12	0	0	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Deinococcaceae	161	109	65	66	439	80	327	270	56	31	58	19	56	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Dermabacteraceae	121	70	79	45	500	91	226	172	60	48	13	8	49	0	5	2	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Dermacoccaceae	13	13	15	83	58	15	50	30	13	12	45	80	6	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Dermatophilaceae	10	8	6	2	43	2	11	13	6	3	37	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Dermocarpellaceae	1	4	4	3	23	22	5	7	4	1	2	3	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Desertifilaceae	7	8	5	6	3	3	10	11	1	1	4	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Desulfallaceae	73	69	47	169	31	133	207	61	41	4	63	16	19	7	0	3	1	1	0	0	5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Desulfarculaceae	31	35	6	9	153	26	115	56	26	7	18	1	14	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Desulfitibacteraceae	59	31	52	113	3	96	44	19	6	0	39	14	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Desulfitobacteriaceae	555	534	323	660	264	972	938	691	505	112	418	432	186	9	3	16	20	11	12	1	16	8	1	12	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Desulfobaccaceae	2	2	0	4	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Desulfobacteraceae	63	83	13	106	192	69	104	93	184	12	83	33	39	0	4	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Desulfobulbaceae	45	48	18	37	76	21	95	70	33	6	17	9	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Desulfocapsaceae	58	38	14	100	47	49	52	48	26	3	17	5	15	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Desulfococcaceae	10	6	7	4	36	5	7	11	9	0	79	0	2	0	0	0	0	0	0	0	7	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Desulfohalobiaceae	3	2	2	0	23	3	2	3	0	0	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Desulfolunaceae	13	8	6	14	26	4	41	10	12	3	4	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Desulfomicrobiaceae	46	17	9	29	78	13	129	52	17	7	57	19149	18	0	0	0	0	1	0	0	0	0	24059	1949	0	0	0	0	0	0	0	0	0	0	0	0	120	15	0	0
TRUE	Desulfomonilaceae	5	2	0	2	5	1	5	4	3	0	5	3	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Desulfonatronaceae	11	16	1	1	19	5	26	6	8	1	1	4	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Desulfonatronovibrionaceae	34	5	2	19	10	0	31	3	1	2	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Desulfonauticaceae	6	14	4	2	10	17	4	26	21	0	9	4	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Desulfoplanaceae	11	5	3	7	4	1	25	2	7	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Desulfosarcinaceae	12	6	4	32	22	8	31	11	8	0	15	1	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Desulfosudaceae	7	3	2	0	4	6	38	10	5	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Desulfotomaculaceae	349	498	70	446	117	294	664	135	123	95	3072	4295	74	41	5	18	47	6	9	2	14	380	2	568	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Desulfovibrionaceae	546	80521	8267	204	2052	307	1022	2721	683	34195	606251	29306	44576	0	40	1	6	195	26	3395	78039	60585	25374	2906	4459	0	12	4	0	11	180	186	50	176	426	445	163	28	41	117
TRUE	Desulfurellaceae	2	15	2	0	4	12	6	11	4	1	2	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Desulfurobacteriaceae	13	14	2	24	22	29	4	22	12	2	10	6	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Desulfurococcaceae	0	3	0	0	2	0	26	2	5	0	1	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Desulfuromonadaceae	42	33	24	13	109	23	212	51	38	3	20	8	22	0	2	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Dethiobacteraceae	26	13	6	6	44	25	21	34	7	1	4	6	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Dethiosulfovibrionaceae	59	23	11	32	32	16	87	13	8	3	132	167	9	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Devosiaceae	383	122	175	119	206	200	414	291	77	28	368	37	123	0	0	2	0	2	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Dictyoglomaceae	28	33	6	33	6	24	11	9	8	2	120	144	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Dietziaceae	18	23	15	15	101	20	34	33	17	12	5	3	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Dysgonomonadaceae	11681	119	1016	39	44	151	9915	872	91	389	427	73	6741	0	0	1	1425	24	0	0	48	9	10	0	456	0	0	0	15	8	0	0	0	0	0	0	0	0	0	2
TRUE	Ectothiorhodospiraceae	104	73	80	46	438	94	229	138	62	18	81	16	74	0	2	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Eggerthellaceae	6723	6006	5303	146	69723	9991	2137	17851	5001	467	1179	189	3942	3	1152	149	41	271	85	4	157	26	0	1	61	0	359	62	41	11	101	12	0	26	20	11	0	2	33	21
TRUE	Elusimicrobiaceae	3	3	0	1	5	7	2	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Emcibacteraceae	17	1	13	1	1	25	5	4	6	0	30	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Endomicrobiaceae	7	9	3	4	8	3	6	4	0	1	3	11	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Endozoicomonadaceae	23	8	15	17	28	15	35	6	10	12	7	6	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Entamoebidae	59	74	25	37	43	73	44	40	76	6	25	29	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Enterobacteriaceae	796	533	39893	991	857	538	1125	734	359	260	1493	1090	5395	17	5	15	22	15	6	12	10	256	6152	351	519	0	0	0	0	0	0	0	0	0	0	0	25	0	24	2
TRUE	Enterococcaceae	1596	1239	689	2357	6942	4230	3573	1903	1175	35040	730	681	1256	186	389	267	339	116	60	3152	85	18	22	8	65	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0
TRUE	Entomoplasmataceae	10	10	6	8	44	26	8	15	12	0	6	12	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Entophysalidaceae	2	1	1	3	1	4	2	2	0	0	3	10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Erwiniaceae	228	161	111	158	137	134	397	191	130	59	372	231	100	0	2	9	0	0	1	0	1	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Erysipelotrichaceae	105122	18246	1786	6048	17350	7996	125648	6122	12056	24604	39408	31543	2038	319	1703	790	12017	684	1394	2570	1821	4221	88	3726	219	4	25	4	166	82	10	18	17	26	28	44	0	18	3	2
TRUE	Erythrobacteraceae	323	82	140	64	154	227	303	175	55	379	426	12	95	0	1	0	0	0	1	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Eubacteriaceae	36776	20567	1294	82331	34537	120712	63044	67334	50478	4157	16649	27679	2467	7178	2870	11918	5978	6779	4936	177	4784	1251	1286	2172	114	42	15	66	42	44	38	28	0	15	28	5	0	21	0	0
TRUE	Eubacteriales Family XIII. Incertae Sedis	387	674	65	401	298	1660	426	413	236	89	558	646	112	4	6	144	2	10	4	0	137	12	1	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Ferrimonadaceae	14	2	6	6	21	9	12	12	7	1	41	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Ferroplasmaceae	4	6	0	0	3	6	3	1	0	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Ferrovaceae	8	3	5	89	6	12	3	6	2	1	8	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Fervidicoccaceae	2	18	0	13	2	8	4	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Fervidobacteriaceae	46	41	4	109	47	43	41	41	45	4	12	18	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Fibrobacteraceae	424	250	199	504	180	196	548	294	215	100	81	59	271	6	1	7	2	0	2	6	4	1	34	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Filifactoraceae	294	377	589	293	130	362	315	241	239	45	15320	21241	81	3	3	16	6	8	1	0	13	1703	2	2364	6	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TRUE	Fimbriimonadaceae	6	0	1	5	1	1	17	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Flammeovirgaceae	41	47	26	39	10	64	16	28	20	34	18	19	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Flavobacteriaceae	2506	2014	2068	1946	2008	2236	1606	2841	1740	1875	1880	2127	2915	30	3	6	10	43	9	44	18	88	10	123	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Flectobacillaceae	43	32	28	9	15	23	13	35	23	61	10	4	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Flexibacteraceae	7	3	7	0	1	1	0	5	2	4	3	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Flexistipitaceae	6	27	3	12	10	4	6	11	10	3	118	153	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Fodinicurvataceae	16	6	57	3	57	9	11	37	5	3	15	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Fortieaceae	1	1	0	1	15	2	1	1	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Francisellaceae	1	4	6	5	10	13	3	4	2	1	0	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Frankiaceae	63	35	22	13	193	29	79	77	16	23	15	8	13	0	1	1	2	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Fulvivirgaceae	24	14	48	16	49	31	19	38	35	85	27	8	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Fusobacteriaceae	736	614	193	657	554	837	643	479	409	202	424	407	293	1	4	13	1	7	3	1	6	9	6	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Gallaecimonadaceae	1	5	1	0	13	6	11	12	2	1	6	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Gallionellaceae	19	15	18	4	29	11	60	51	12	3	18	5	29	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Geminicoccaceae	31	11	52	5	96	19	24	60	12	3	40	1	46	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Geminocystaceae	19	28	22	8	8	13	4	13	12	1	6	5	16	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Gemmatimonadaceae	8	5	11	8	47	10	38	32	13	6	5	4	8	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Geoalkalibacteraceae	4	9	4	5	26	6	8	6	18	0	4	1	7	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Geobacteraceae	146	90	52	73	297	68	271	223	49	43	65	32	67	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Geodermatophilaceae	180	98	79	58	774	145	285	243	80	44	70	23	66	1	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Geopsychrobacteraceae	29	10	14	4	8	18	23	22	6	3	16	1	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Geothermobacteraceae	16	8	11	35	59	15	36	24	4	3	10	2	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Geovibrionaceae	3	2	0	6	2	6	5	5	5	2	21	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Gloeobacteraceae	7	7	4	0	45	5	30	15	1	5	9	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Glycomycetaceae	31	23	26	9	203	41	53	80	15	11	20	15	18	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
